0_mths_prior,12_mths_prior,15_mths_prior,18_mths_prior,21_mths_prior,3_mths_prior,6_mths_prior,9_mths_prior,Date,past_qtr_1,past_qtr_2,past_year_1,past_year_2,q0,q1,q2,q3,q4,qoq_diff,qoq_ratio,yoy_diff,yoy_ratio
71093.48461538462,62423.77692307692,58867.62307692308,55742.084615384614,53103.83846153846,68940.82307692307,67312.39230769231,65041.60769230769,1991-12-31,71093.48461538462,68940.82307692307,68097.07692307692,57534.330769230764,71093.48461538462,68940.82307692307,67312.39230769231,65041.60769230769,62423.77692307692,2152.6615384615434,1.031224772817981,10562.746153846158,1.1835903192515291
72294.61538461539,65041.60769230769,62423.77692307692,58867.62307692308,55742.084615384614,71093.48461538462,68940.82307692307,67312.39230769231,1992-03-31,72294.61538461539,71093.48461538462,69910.32884615385,60518.77307692308,72294.61538461539,71093.48461538462,68940.82307692307,67312.39230769231,65041.60769230769,1201.1307692307746,1.016895089271948,9391.55576923077,1.1551841733026136
73184.26153846153,67312.39230769231,65041.60769230769,62423.77692307692,58867.62307692308,72294.61538461539,71093.48461538462,68940.82307692307,1992-06-30,73184.26153846153,72294.61538461539,71378.29615384615,63411.35,73184.26153846153,72294.61538461539,71093.48461538462,68940.82307692307,67312.39230769231,889.6461538461444,1.0123058425459923,7966.946153846155,1.125639119082722
74079.88571428572,68940.82307692307,67312.39230769231,65041.60769230769,62423.77692307692,73184.26153846153,72294.61538461539,71093.48461538462,1992-09-30,74079.88571428572,73184.26153846153,72663.06181318681,65929.65,74079.88571428572,73184.26153846153,72294.61538461539,71093.48461538462,68940.82307692307,895.6241758241813,1.012237934181429,6733.411813186816,1.102130252673673
74864.82307692309,71093.48461538462,68940.82307692307,67312.39230769231,65041.60769230769,74079.88571428572,73184.26153846153,72294.61538461539,1992-12-31,74864.82307692309,74079.88571428572,73605.89642857143,68097.07692307692,74864.82307692309,74079.88571428572,73184.26153846153,72294.61538461539,71093.48461538462,784.9373626373708,1.0105958230775995,5508.81950549451,1.0808965634709595
75539.42307692309,72294.61538461539,71093.48461538462,68940.82307692307,67312.39230769231,74864.82307692309,74079.88571428572,73184.26153846153,1993-03-31,75539.42307692309,74864.82307692309,74417.09835164835,69910.32884615385,75539.42307692309,74864.82307692309,74079.88571428572,73184.26153846153,72294.61538461539,674.6000000000058,1.0090109075567688,4506.769505494507,1.0644650022375406
76345.04615384615,73184.26153846153,72294.61538461539,71093.48461538462,68940.82307692307,75539.42307692309,74864.82307692309,74079.88571428572,1993-06-30,76345.04615384615,75539.42307692309,75207.29450549452,71378.29615384615,76345.04615384615,75539.42307692309,74864.82307692309,74079.88571428572,73184.26153846153,805.6230769230606,1.0106649355278061,3828.9983516483626,1.0536437342717664
75423.5923076923,74079.88571428572,73184.26153846153,72294.61538461539,71093.48461538462,76345.04615384615,75539.42307692309,74864.82307692309,1993-09-30,75423.5923076923,76345.04615384615,75543.22115384616,72663.06181318681,75423.5923076923,76345.04615384615,75539.42307692309,74864.82307692309,74079.88571428572,-921.4538461538468,0.9879304042295425,2880.1593406593456,1.0396371866088452
74407.52307692308,74864.82307692309,74079.88571428572,73184.26153846153,72294.61538461539,75423.5923076923,76345.04615384615,75539.42307692309,1993-12-31,74407.52307692308,75423.5923076923,75428.89615384614,73605.89642857143,74407.52307692308,75423.5923076923,76345.04615384615,75539.42307692309,74864.82307692309,-1016.0692307692225,0.9865284959297067,1822.9997252747125,1.0247670338074584
73869.60769230769,75539.42307692309,74864.82307692309,74079.88571428572,73184.26153846153,74407.52307692308,75423.5923076923,76345.04615384615,1994-03-31,73869.60769230769,74407.52307692308,75011.44230769231,74417.09835164835,73869.60769230769,74407.52307692308,75423.5923076923,76345.04615384615,75539.42307692309,-537.9153846153931,0.992770685511742,594.3439560439583,1.0079866585664958
74137.16923076924,76345.04615384615,75539.42307692309,74864.82307692309,74079.88571428572,73869.60769230769,74407.52307692308,75423.5923076923,1994-06-30,74137.16923076924,73869.60769230769,74459.47307692308,75207.29450549452,74137.16923076924,73869.60769230769,74407.52307692308,75423.5923076923,76345.04615384615,267.5615384615521,1.0036220787793546,-747.8214285714348,0.9900565306398995
74824.23846153845,75423.5923076923,76345.04615384615,75539.42307692309,74864.82307692309,74137.16923076924,73869.60769230769,74407.52307692308,1994-09-30,74824.23846153845,74137.16923076924,74309.63461538462,75543.22115384616,74824.23846153845,74137.16923076924,73869.60769230769,74407.52307692308,75423.5923076923,687.0692307692079,1.009267540666822,-1233.5865384615317,0.9836704535546704
75685.18461538461,74407.52307692308,75423.5923076923,76345.04615384615,75539.42307692309,74824.23846153845,74137.16923076924,73869.60769230769,1994-12-31,75685.18461538461,74824.23846153845,74629.05,75428.89615384614,75685.18461538461,74824.23846153845,74137.16923076924,73869.60769230769,74407.52307692308,860.9461538461619,1.011506246793126,-799.8461538461415,0.9893960246718345
76480.84615384616,73869.60769230769,74407.52307692308,75423.5923076923,76345.04615384615,75685.18461538461,74824.23846153845,74137.16923076924,1995-03-31,76480.84615384616,75685.18461538461,75281.85961538462,75011.44230769231,76480.84615384616,75685.18461538461,74824.23846153845,74137.16923076924,73869.60769230769,795.6615384615434,1.0105127779301182,270.41730769230344,1.003605014106822
77452.02307692307,74137.16923076924,73869.60769230769,74407.52307692308,75423.5923076923,76480.84615384616,75685.18461538461,74824.23846153845,1995-06-30,77452.02307692307,76480.84615384616,76110.57307692307,74459.47307692308,77452.02307692307,76480.84615384616,75685.18461538461,74824.23846153845,74137.16923076924,971.1769230769132,1.0126983025413099,1651.0999999999913,1.0221744787032574
78877.76923076923,74824.23846153845,74137.16923076924,73869.60769230769,74407.52307692308,77452.02307692307,76480.84615384616,75685.18461538461,1995-09-30,78877.76923076923,77452.02307692307,77123.95576923076,74309.63461538462,78877.76923076923,77452.02307692307,76480.84615384616,75685.18461538461,74824.23846153845,1425.7461538461648,1.0184081202427748,2814.321153846133,1.037872897214643
79499.89230769231,75685.18461538461,74824.23846153845,74137.16923076924,73869.60769230769,78877.76923076923,77452.02307692307,76480.84615384616,1995-12-31,79499.89230769231,78877.76923076923,78077.6326923077,74629.05,79499.89230769231,78877.76923076923,77452.02307692307,76480.84615384616,75685.18461538461,622.1230769230751,1.0078871788970472,3448.5826923076966,1.046209655520306
80593.2,76480.84615384616,75685.18461538461,74824.23846153845,74137.16923076924,79499.89230769231,78877.76923076923,77452.02307692307,1996-03-31,80593.2,79499.89230769231,79105.72115384616,75281.85961538462,80593.2,79499.89230769231,78877.76923076923,77452.02307692307,76480.84615384616,1093.3076923076878,1.013752316645615,3823.8615384615405,1.0507939304102962
80881.25384615386,77452.02307692307,76480.84615384616,75685.18461538461,74824.23846153845,80593.2,79499.89230769231,78877.76923076923,1996-06-30,80881.25384615386,80593.2,79963.02884615386,76110.57307692307,80881.25384615386,80593.2,79499.89230769231,78877.76923076923,77452.02307692307,288.0538461538672,1.0035741706019101,3852.4557692307862,1.0506165649986265
81521.02307692308,78877.76923076923,77452.02307692307,76480.84615384616,75685.18461538461,80881.25384615386,80593.2,79499.89230769231,1996-09-30,81521.02307692308,80881.25384615386,80623.84230769232,77123.95576923076,81521.02307692308,80881.25384615386,80593.2,79499.89230769231,78877.76923076923,639.7692307692196,1.0079099816131207,3499.8865384615638,1.0453800184852275
84372.01538461538,79499.89230769231,78877.76923076923,77452.02307692307,76480.84615384616,81521.02307692308,80881.25384615386,80593.2,1996-12-31,84372.01538461538,81521.02307692308,81841.87307692309,78077.6326923077,84372.01538461538,81521.02307692308,80881.25384615386,80593.2,79499.89230769231,2850.9923076923005,1.0349724794916044,3764.24038461539,1.0482115076343272
87311.0,80593.2,79499.89230769231,78877.76923076923,77452.02307692307,84372.01538461538,81521.02307692308,80881.25384615386,1997-03-31,87311.0,84372.01538461538,83521.32307692309,79105.72115384616,87311.0,84372.01538461538,81521.02307692308,80881.25384615386,80593.2,2938.9846153846156,1.0348336424344857,4415.601923076931,1.0558189958788113
91355.40769230768,80881.25384615386,80593.2,79499.89230769231,78877.76923076923,87311.0,84372.01538461538,81521.02307692308,1997-06-30,91355.40769230768,87311.0,86139.86153846154,79963.02884615386,91355.40769230768,87311.0,84372.01538461538,81521.02307692308,80881.25384615386,4044.407692307679,1.0463218574098072,6176.832692307682,1.0772461071252277
