0_mths_prior,3_mths_prior,Date,qoq_diff,qoq_ratio
8493.666666666666,8500.333333333334,1991-12-31,-6.666666666667879,0.9992157170307046
10166.666666666666,8493.666666666666,1992-03-31,1673.0,1.196970291589812
9630.0,10166.666666666666,1992-06-30,-536.6666666666661,0.9472131147540984
9673.333333333334,9630.0,1992-09-30,43.33333333333394,1.0044998269297336
8981.333333333334,9673.333333333334,1992-12-31,-692.0,0.9284631288766368
9880.0,8981.333333333334,1993-03-31,898.6666666666661,1.1000593824228029
9038.333333333334,9880.0,1993-06-30,-841.6666666666661,0.9148110661268557
8726.666666666666,9038.333333333334,1993-09-30,-311.6666666666679,0.9655172413793102
8116.333333333333,8726.666666666666,1993-12-31,-610.333333333333,0.9300611153552331
9209.333333333334,8116.333333333333,1994-03-31,1093.000000000001,1.1346667214259314
7995.0,9209.333333333334,1994-06-30,-1214.333333333334,0.8681410163602142
7842.666666666667,7995.0,1994-09-30,-152.33333333333303,0.980946424848864
6939.333333333333,7842.666666666667,1994-12-31,-903.3333333333339,0.8848180890853451
7755.333333333333,6939.333333333333,1995-03-31,816.0,1.1175905466423288
7430.0,7755.333333333333,1995-06-30,-325.33333333333303,0.958050373936216
7505.333333333333,7430.0,1995-09-30,75.33333333333303,1.0101390758187527
6926.666666666667,7505.333333333333,1995-12-31,-578.6666666666661,0.9228992716290638
7942.666666666667,6926.666666666667,1996-03-31,1016.0,1.1466794995187681
7222.333333333333,7942.666666666667,1996-06-30,-720.3333333333339,0.909308376699681
7087.0,7222.333333333333,1996-09-30,-135.33333333333303,0.981261826741127
6691.0,7087.0,1996-12-31,-396.0,0.9441230421899253
7659.666666666667,6691.0,1997-03-31,968.666666666667,1.1447715837194241
6681.0,7659.666666666667,1997-06-30,-978.666666666667,0.8722311675877975
6659.333333333333,6681.0,1997-09-30,-21.66666666666697,0.9967569725091053
5955.333333333333,6659.333333333333,1997-12-31,-704.0,0.8942837120832916
6896.333333333333,5955.333333333333,1998-03-31,941.0,1.1580096272248965
5980.333333333333,6896.333333333333,1998-06-30,-916.0,0.8671757939001402
6259.666666666667,5980.333333333333,1998-09-30,279.33333333333394,1.0467086561507164
5702.333333333333,6259.666666666667,1998-12-31,-557.3333333333339,0.9109643750998455
6428.666666666667,5702.333333333333,1999-03-31,726.3333333333339,1.1273747588706378
5822.0,6428.666666666667,1999-06-30,-606.666666666667,0.9056310276884787
5935.333333333333,5822.0,1999-09-30,113.33333333333303,1.019466391847017
5332.333333333333,5935.333333333333,1999-12-31,-603.0,0.8984050320116814
6223.0,5332.333333333333,2000-03-31,890.666666666667,1.1670313183721948
5543.666666666667,6223.0,2000-06-30,-679.333333333333,0.8908350741871552
5750.0,5543.666666666667,2000-09-30,206.33333333333303,1.0372196500511093
5251.0,5750.0,2000-12-31,-499.0,0.9132173913043479
6559.666666666667,5251.0,2001-03-31,1308.666666666667,1.2492223703421572
6240.333333333333,6559.666666666667,2001-06-30,-319.33333333333394,0.9513186645662889
6880.333333333333,6240.333333333333,2001-09-30,640.0,1.102558624005128
7521.666666666667,6880.333333333333,2001-12-31,641.3333333333339,1.0932125381522213
8883.333333333334,7521.666666666667,2002-03-31,1361.666666666667,1.1810325725681365
8327.333333333334,8883.333333333334,2002-06-30,-556.0,0.9374108818011258
8251.333333333334,8327.333333333334,2002-09-30,-76.0,0.9908734288687855
8049.333333333333,8251.333333333334,2002-12-31,-202.0000000000009,0.9755191080229457
9224.333333333334,8049.333333333333,2003-03-31,1175.000000000001,1.145974821931423
8883.333333333334,9224.333333333334,2003-06-30,-341.0,0.9630325588118382
8861.666666666666,8883.333333333334,2003-09-30,-21.66666666666788,0.997560975609756
8127.666666666667,8861.666666666666,2003-12-31,-733.9999999999991,0.917171337220237
8916.0,8127.666666666667,2004-03-31,788.333333333333,1.0969938071607266
8081.666666666667,8916.0,2004-06-30,-834.333333333333,0.9064229101241215
8001.0,8081.666666666667,2004-09-30,-80.66666666666697,0.9900185605279439
7598.333333333333,8001.0,2004-12-31,-402.66666666666697,0.9496729575469732
8326.333333333334,7598.333333333333,2005-03-31,728.0000000000009,1.0958104847554289
7497.333333333333,8326.333333333334,2005-06-30,-829.0000000000009,0.9004363665479002
7475.0,7497.333333333333,2005-09-30,-22.33333333333303,0.9970211630802064
7063.666666666667,7475.0,2005-12-31,-411.33333333333303,0.9449721293199554
7518.333333333333,7063.666666666667,2006-03-31,454.66666666666606,1.0643669482327403
6933.333333333333,7518.333333333333,2006-06-30,-585.0,0.9221902017291066
7104.333333333333,6933.333333333333,2006-09-30,171.0,1.0246634615384616
6446.333333333333,7104.333333333333,2006-12-31,-658.0,0.9073804720123868
7320.666666666667,6446.333333333333,2007-03-31,874.3333333333339,1.1356326593929367
6771.0,7320.666666666667,2007-06-30,-549.666666666667,0.9249157635916583
7198.666666666667,6771.0,2007-09-30,427.66666666666697,1.0631615221779156
7020.333333333333,7198.666666666667,2007-12-31,-178.33333333333394,0.975226893869235
8067.0,7020.333333333333,2008-03-31,1046.666666666667,1.1490907364322682
8098.666666666667,8067.0,2008-06-30,31.66666666666697,1.003925457625718
9370.333333333334,8098.666666666667,2008-09-30,1271.666666666667,1.1570217319723413
10161.0,9370.333333333334,2008-12-31,790.6666666666661,1.0843797801572337
13534.333333333334,10161.0,2009-03-31,3373.333333333334,1.3319883213594463
14105.333333333334,13534.333333333334,2009-06-30,571.0,1.042189000812748
14854.0,14105.333333333334,2009-09-30,748.6666666666661,1.0530768503639285
14564.666666666666,14854.0,2009-12-31,-289.33333333333394,0.980521520578071
