0_mths_prior,3_mths_prior,Date,qoq_diff,qoq_ratio
15938.666666666666,14564.666666666666,2010-03-31,1374.0,1.0943378953632077
14621.0,15938.666666666666,2010-06-30,-1317.666666666666,0.91732892755563
14678.666666666666,14621.0,2010-09-30,57.66666666666606,1.0039440986708614
14060.666666666666,14678.666666666666,2010-12-31,-618.0,0.9578980833863203
14513.0,14060.666666666666,2011-03-31,452.33333333333394,1.0321701199563795
13689.0,14513.0,2011-06-30,-824.0,0.9432233170261145
13985.333333333334,13689.0,2011-09-30,296.33333333333394,1.0216475515620815
12802.333333333334,13985.333333333334,2011-12-31,-1183.0,0.9154113833539899
13291.666666666666,12802.333333333334,2012-03-31,489.3333333333321,1.038222199078293
12455.0,13291.666666666666,2012-06-30,-836.6666666666661,0.9370532915360502
12612.666666666666,12455.0,2012-09-30,157.66666666666606,1.0126589053927473
