0_mths_prior,3_mths_prior,Date,qoq_diff,qoq_ratio
0.0825,0.08839999999999999,1991-12-31,-0.005899999999999989,0.9332579185520363
0.08836666666666666,0.0825,1992-03-31,0.005866666666666659,1.0711111111111111
0.09023333333333333,0.08836666666666666,1992-06-30,0.0018666666666666692,1.021124104111656
0.09843333333333333,0.09023333333333333,1992-09-30,0.008199999999999999,1.0908755079423715
0.10863333333333332,0.09843333333333333,1992-12-31,0.010199999999999987,1.1036234337961395
0.11216666666666665,0.10863333333333332,1993-03-31,0.0035333333333333328,1.0325253145136546
0.11180000000000001,0.11216666666666665,1993-06-30,-0.00036666666666664016,0.996731054977712
0.11916666666666666,0.11180000000000001,1993-09-30,0.007366666666666646,1.065891472868217
0.12433333333333334,0.11916666666666666,1993-12-31,0.0051666666666666805,1.0433566433566435
0.13060000000000002,0.12433333333333334,1994-03-31,0.006266666666666684,1.0504021447721181
0.12756666666666666,0.13060000000000002,1994-06-30,-0.00303333333333336,0.9767738642164367
0.1285,0.12756666666666666,1994-09-30,0.0009333333333333416,1.0073164358505358
0.1371666666666667,0.1285,1994-12-31,0.008666666666666684,1.0674448767833984
0.14386666666666667,0.1371666666666667,1995-03-31,0.006699999999999984,1.048845686512758
0.14533333333333331,0.14386666666666667,1995-06-30,0.001466666666666644,1.0101946246524558
0.15283333333333335,0.14533333333333331,1995-09-30,0.007500000000000034,1.0516055045871562
0.16169999999999998,0.15283333333333335,1995-12-31,0.008866666666666634,1.0580152671755723
0.16203333333333333,0.16169999999999998,1996-03-31,0.00033333333333335213,1.0020614306328592
0.16836666666666666,0.16203333333333333,1996-06-30,0.00633333333333333,1.03908660769389
0.17120000000000002,0.16836666666666666,1996-09-30,0.0028333333333333544,1.0168283508216196
0.1694,0.17120000000000002,1996-12-31,-0.0018000000000000238,0.989485981308411
0.17250000000000001,0.1694,1997-03-31,0.0031000000000000194,1.0182998819362457
0.17856666666666668,0.17250000000000001,1997-06-30,0.006066666666666665,1.0351690821256039
0.1815,0.17856666666666668,1997-09-30,0.0029333333333333156,1.0164271047227924
0.18159999999999998,0.1815,1997-12-31,9.999999999998899e-05,1.0005509641873278
0.1905666666666667,0.18159999999999998,1998-03-31,0.008966666666666706,1.0493759177679884
0.1932,0.1905666666666667,1998-06-30,0.002633333333333321,1.0138184362427847
0.1987,0.1932,1998-09-30,0.005499999999999977,1.0284679089026914
0.20666666666666667,0.1987,1998-12-31,0.007966666666666677,1.0400939439691328
0.2092333333333333,0.20666666666666667,1999-03-31,0.002566666666666634,1.0124193548387095
0.19966666666666666,0.2092333333333333,1999-06-30,-0.00956666666666664,0.95427752110881
0.18376666666666666,0.19966666666666666,1999-09-30,-0.015899999999999997,0.9203672787979966
0.17436666666666667,0.18376666666666666,1999-12-31,-0.009399999999999992,0.9488481770360966
0.1662,0.17436666666666667,2000-03-31,-0.008166666666666683,0.9531638310074555
0.14980000000000002,0.1662,2000-06-30,-0.01639999999999997,0.9013237063778582
0.13523333333333334,0.14980000000000002,2000-09-30,-0.014566666666666672,0.9027592345349355
0.11413333333333332,0.13523333333333334,2000-12-31,-0.02110000000000002,0.8439733793443429
0.1095,0.11413333333333332,2001-03-31,-0.004633333333333323,0.9594042056074767
0.12283333333333334,0.1095,2001-06-30,0.013333333333333336,1.121765601217656
0.13106666666666666,0.12283333333333334,2001-09-30,0.008233333333333329,1.0670284938941654
0.13643333333333332,0.13106666666666666,2001-12-31,0.0053666666666666585,1.0409460834181077
0.12863333333333335,0.13643333333333332,2002-03-31,-0.007799999999999974,0.942829220620572
0.12236666666666667,0.12863333333333335,2002-06-30,-0.006266666666666684,0.9512827157294634
0.11783333333333335,0.12236666666666667,2002-09-30,-0.00453333333333332,0.9629528738763281
0.10803333333333333,0.11783333333333335,2002-12-31,-0.009800000000000017,0.9168316831683166
0.10116666666666667,0.10803333333333333,2003-03-31,-0.00686666666666666,0.9364393705646405
0.10266666666666667,0.10116666666666667,2003-06-30,0.0015000000000000013,1.014827018121911
0.10616666666666667,0.10266666666666667,2003-09-30,0.003500000000000003,1.0340909090909092
0.09966666666666668,0.10616666666666667,2003-12-31,-0.006499999999999992,0.9387755102040817
0.10409999999999998,0.09966666666666668,2004-03-31,0.004433333333333303,1.0444816053511703
0.10846666666666666,0.10409999999999998,2004-06-30,0.0043666666666666715,1.041946845981428
0.10626666666666666,0.10846666666666666,2004-09-30,-0.0021999999999999936,0.9797172710510141
0.10236666666666666,0.10626666666666666,2004-12-31,-0.0039000000000000007,0.9632998745294855
0.1025,0.10236666666666666,2005-03-31,0.00013333333333333253,1.0013025073266038
0.09373333333333334,0.1025,2005-06-30,-0.008766666666666659,0.9144715447154472
0.09423333333333334,0.09373333333333334,2005-09-30,0.0005000000000000004,1.0053342816500712
0.13936666666666667,0.09423333333333334,2005-12-31,0.04513333333333333,1.4789529536611248
0.11249999999999999,0.13936666666666667,2006-03-31,-0.026866666666666678,0.8072231523558956
0.09673333333333334,0.11249999999999999,2006-06-30,-0.01576666666666665,0.859851851851852
0.08696666666666668,0.09673333333333334,2006-09-30,-0.00976666666666666,0.8990351481736734
0.08020000000000001,0.08696666666666668,2006-12-31,-0.006766666666666671,0.9221924108853967
0.08196666666666667,0.08020000000000001,2007-03-31,0.0017666666666666664,1.0220282626766417
0.08413333333333334,0.08196666666666667,2007-06-30,0.002166666666666664,1.0264335095567303
0.07966666666666666,0.08413333333333334,2007-09-30,-0.004466666666666674,0.9469096671949286
0.07456666666666667,0.07966666666666666,2007-12-31,-0.005099999999999993,0.9359832635983264
