Date,Value
2002-12-18,-1058.0
2002-12-25,-1048.0
2003-01-01,-1054.0
2003-01-08,-1034.0
2003-01-15,-1024.0
2003-01-22,-1016.0
2003-01-29,-1009.0
2003-02-05,-1016.0
2003-02-12,-1011.0
2003-02-19,-1021.0
2003-02-26,-1004.0
2003-03-05,-998.0
2003-03-12,-987.0
2003-03-19,-971.0
2003-03-26,-952.0
2003-04-02,-955.0
2003-04-09,-954.0
2003-04-16,-943.0
2003-04-23,-936.0
2003-04-30,-945.0
2003-05-07,-942.0
2003-05-14,-938.0
2003-05-21,-928.0
2003-05-28,-921.0
2003-06-04,-926.0
2003-06-11,-928.0
2003-06-18,-924.0
2003-06-25,-912.0
2003-07-02,-909.0
2003-07-09,-902.0
2003-07-16,-893.0
2003-07-23,-885.0
2003-07-30,-877.0
2003-08-06,-873.0
2003-08-13,-868.0
2003-08-20,-900.0
2003-08-27,-897.0
2003-09-03,-899.0
2003-09-10,-900.0
2003-09-17,-896.0
2003-09-24,-891.0
2003-10-01,-890.0
2003-10-08,-888.0
2003-10-15,-885.0
2003-10-22,-884.0
2003-10-29,-886.0
2003-11-05,-899.0
2003-11-12,-897.0
2003-11-19,-912.0
2003-11-26,-895.0
2003-12-03,-896.0
2003-12-10,-896.0
2003-12-17,-894.0
2003-12-24,-880.0
2003-12-31,-893.0
2004-01-07,-889.0
2004-01-14,-887.0
2004-01-21,-884.0
2004-01-28,-883.0
2004-02-04,-888.0
2004-02-11,-884.0
2004-02-18,-892.0
2004-02-25,-889.0
2004-03-03,-897.0
2004-03-10,-895.0
2004-03-17,-891.0
2004-03-24,-882.0
2004-03-31,-881.0
2004-04-07,-876.0
2004-04-14,-871.0
2004-04-21,-865.0
2004-04-28,-864.0
2004-05-05,-873.0
2004-05-12,-876.0
2004-05-19,-917.0
2004-05-26,-926.0
2004-06-02,-952.0
2004-06-09,-984.0
2004-06-16,-999.0
2004-06-23,-1021.0
2004-06-30,-1046.0
2004-07-07,-1064.0
2004-07-14,-1083.0
2004-07-21,-1097.0
2004-07-28,-1110.0
2004-08-04,-1133.0
2004-08-11,-1153.0
2004-08-18,-1180.0
2004-08-25,-1197.0
2004-09-01,-1230.0
2004-09-08,-1247.0
2004-09-15,-1257.0
2004-09-22,-1267.0
2004-09-29,-1275.0
2004-10-06,-1317.0
2004-10-13,-1328.0
2004-10-20,-1325.0
2004-10-27,-1325.0
2004-11-03,-1352.0
2004-11-10,-1359.0
2004-11-17,-1420.0
2004-11-24,-1447.0
2004-12-01,-1489.0
2004-12-08,-1518.0
2004-12-15,-1529.0
2004-12-22,-1525.0
2004-12-29,-1534.0
2005-01-05,-1564.0
2005-01-12,-1578.0
2005-01-19,-1584.0
2005-01-26,-1601.0
2005-02-02,-1621.0
2005-02-09,-1643.0
2005-02-16,-1680.0
2005-02-23,-1696.0
2005-03-02,-1734.0
2005-03-09,-1756.0
2005-03-16,-1776.0
2005-03-23,-1795.0
2005-03-30,-1813.0
2005-04-06,-1844.0
2005-04-13,-1850.0
2005-04-20,-1849.0
2005-04-27,-1859.0
2005-05-04,-1850.0
2005-05-11,-1852.0
2005-05-18,-1882.0
2005-05-25,-1900.0
2005-06-01,-1933.0
2005-06-08,-1946.0
2005-06-15,-1961.0
2005-06-22,-1973.0
2005-06-29,-1982.0
2005-07-06,-1995.0
2005-07-13,-2008.0
2005-07-20,-2019.0
2005-07-27,-2035.0
2005-08-03,-2070.0
2005-08-10,-2094.0
2005-08-17,-2168.0
2005-08-24,-2214.0
2005-08-31,-2246.0
2005-09-07,-2266.0
2005-09-14,-2327.0
2005-09-21,-2340.0
2005-09-28,-2388.0
2005-10-05,-2426.0
2005-10-12,-2443.0
2005-10-19,-2464.0
2005-10-26,-2499.0
2005-11-02,-2531.0
2005-11-09,-2561.0
2005-11-16,-2623.0
2005-11-23,-2637.0
2005-11-30,-2693.0
2005-12-07,-2701.0
2005-12-14,-2711.0
2005-12-21,-2713.0
2005-12-28,-2714.0
2006-01-04,-2710.0
2006-01-11,-2718.0
2006-01-18,-2733.0
2006-01-25,-2758.0
2006-02-01,-2855.0
2006-02-08,-2884.0
2006-02-15,-2955.0
2006-02-22,-2981.0
2006-03-01,-3047.0
2006-03-08,-3084.0
2006-03-15,-3151.0
2006-03-22,-3162.0
2006-03-29,-3187.0
2006-04-05,-3179.0
2006-04-12,-3149.0
2006-04-19,-3119.0
2006-04-26,-3139.0
2006-05-03,-3146.0
2006-05-10,-3141.0
2006-05-17,-3215.0
2006-05-24,-3286.0
2006-05-31,-3303.0
2006-06-07,-3409.0
2006-06-14,-3432.0
2006-06-21,-3444.0
2006-06-28,-3462.0
2006-07-05,-3490.0
2006-07-12,-3495.0
2006-07-19,-3551.0
2006-07-26,-3549.0
2006-08-02,-3670.0
2006-08-09,-3676.0
2006-08-16,-3837.0
2006-08-23,-3850.0
2006-08-30,-3881.0
2006-09-06,-3918.0
2006-09-13,-3992.0
2006-09-20,-3999.0
2006-09-27,-4003.0
2006-10-04,-4004.0
2006-10-11,-3981.0
2006-10-18,-3977.0
2006-10-25,-3972.0
2006-11-01,-4012.0
2006-11-08,-4009.0
2006-11-15,-4011.0
2006-11-22,-3967.0
