0_mths_prior,12_mths_prior,15_mths_prior,18_mths_prior,21_mths_prior,3_mths_prior,6_mths_prior,9_mths_prior,Date,past_year_1,past_year_2,yoy_diff,yoy_ratio
,,,,,,,,2007-12-31,,,,
48.1,,,,,,,,2008-03-31,48.1,,,
50.5,,,,,48.1,,,2008-06-30,49.3,,,
50.0,,,,,50.5,48.1,,2008-09-30,49.53333333333333,,,
40.76666666666667,,,,,50.0,50.5,48.1,2008-12-31,47.34166666666667,,,
41.53333333333333,48.1,,,,40.76666666666667,50.0,50.5,2009-03-31,45.7,48.1,-2.3999999999999986,0.9501039501039501
44.79999999999999,50.5,48.1,,,41.53333333333333,40.76666666666667,50.0,2009-06-30,44.275,49.3,-5.024999999999999,0.8980730223123733
48.86666666666667,50.0,50.5,48.1,,44.79999999999999,41.53333333333333,40.76666666666667,2009-09-30,43.99166666666667,49.53333333333333,-5.541666666666664,0.8881224764468372
50.03333333333333,40.76666666666667,50.0,50.5,48.1,48.86666666666667,44.79999999999999,41.53333333333333,2009-12-31,46.30833333333333,47.34166666666667,-1.0333333333333385,0.9781728568913922
51.20000000000001,41.53333333333333,40.76666666666667,50.0,50.5,50.03333333333333,48.86666666666667,44.79999999999999,2010-03-31,48.725,45.7,3.0249999999999986,1.0661925601750546
55.23333333333333,44.79999999999999,41.53333333333333,40.76666666666667,50.0,51.20000000000001,50.03333333333333,48.86666666666667,2010-06-30,51.333333333333336,44.275,7.058333333333337,1.1594202898550725
53.699999999999996,48.86666666666667,44.79999999999999,41.53333333333333,40.76666666666667,55.23333333333333,51.20000000000001,50.03333333333333,2010-09-30,52.541666666666664,43.99166666666667,8.549999999999997,1.1943549914756582
56.333333333333336,50.03333333333333,48.86666666666667,44.79999999999999,41.53333333333333,53.699999999999996,55.23333333333333,51.20000000000001,2010-12-31,54.11666666666667,46.30833333333333,7.808333333333337,1.1686161597984526
56.5,51.20000000000001,50.03333333333333,48.86666666666667,44.79999999999999,56.333333333333336,53.699999999999996,55.23333333333333,2011-03-31,55.44166666666666,48.725,6.7166666666666615,1.1378484693004958
54.833333333333336,55.23333333333333,51.20000000000001,50.03333333333333,48.86666666666667,56.5,56.333333333333336,53.699999999999996,2011-06-30,55.34166666666667,51.333333333333336,4.008333333333333,1.0780844155844156
53.53333333333334,53.699999999999996,55.23333333333333,51.20000000000001,50.03333333333333,54.833333333333336,56.5,56.333333333333336,2011-09-30,55.300000000000004,52.541666666666664,2.75833333333334,1.052498017446471
52.9,56.333333333333336,53.699999999999996,55.23333333333333,51.20000000000001,53.53333333333334,54.833333333333336,56.5,2011-12-31,54.44166666666667,54.11666666666667,0.32500000000000284,1.006005543578688
55.199999999999996,56.5,56.333333333333336,53.699999999999996,55.23333333333333,52.9,53.53333333333334,54.833333333333336,2012-03-31,54.11666666666667,55.44166666666666,-1.3249999999999957,0.9761010070644822
54.06666666666666,54.833333333333336,56.5,56.333333333333336,53.699999999999996,55.199999999999996,52.9,53.53333333333334,2012-06-30,53.925,55.34166666666667,-1.4166666666666714,0.9744014455654268
54.0,53.53333333333334,54.833333333333336,56.5,56.333333333333336,54.06666666666666,55.199999999999996,52.9,2012-09-30,54.041666666666664,55.300000000000004,-1.25833333333334,0.9772453285111512
55.1,52.9,53.53333333333334,54.833333333333336,56.5,54.0,54.06666666666666,55.199999999999996,2012-12-31,54.59166666666666,54.44166666666667,0.14999999999999147,1.0027552426144188
