0_mths_prior,12_mths_prior,15_mths_prior,18_mths_prior,21_mths_prior,3_mths_prior,6_mths_prior,9_mths_prior,Date,past_year_1,past_year_2,qoq_diff,qoq_ratio,yoy_diff,yoy_ratio
166.0,198.0,218.0,218.0,197.0,157.0,162.0,178.0,1991-12-31,165.75,207.75,9.0,1.0573248407643312,-42.0,0.7978339350180506
171.0,178.0,198.0,218.0,218.0,166.0,157.0,162.0,1992-03-31,164.0,203.0,5.0,1.0301204819277108,-39.0,0.8078817733990148
176.0,162.0,178.0,198.0,218.0,171.0,166.0,157.0,1992-06-30,167.5,189.0,5.0,1.0292397660818713,-21.5,0.8862433862433863
175.0,157.0,162.0,178.0,198.0,176.0,171.0,166.0,1992-09-30,172.0,173.75,-1.0,0.9943181818181818,-1.75,0.9899280575539569
168.0,166.0,157.0,162.0,178.0,175.0,176.0,171.0,1992-12-31,172.5,165.75,-7.0,0.96,6.75,1.0407239819004526
167.0,171.0,166.0,157.0,162.0,168.0,175.0,176.0,1993-03-31,171.5,164.0,-1.0,0.9940476190476191,7.5,1.045731707317073
170.0,176.0,171.0,166.0,157.0,167.0,168.0,175.0,1993-06-30,170.0,167.5,3.0,1.0179640718562875,2.5,1.0149253731343284
159.0,175.0,176.0,171.0,166.0,170.0,167.0,168.0,1993-09-30,166.0,172.0,-11.0,0.9352941176470588,-6.0,0.9651162790697675
135.0,168.0,175.0,176.0,171.0,159.0,170.0,167.0,1993-12-31,157.75,172.5,-24.0,0.8490566037735849,-14.75,0.9144927536231884
119.0,167.0,168.0,175.0,176.0,135.0,159.0,170.0,1994-03-31,145.75,171.5,-16.0,0.8814814814814815,-25.75,0.8498542274052479
110.0,170.0,167.0,168.0,175.0,119.0,135.0,159.0,1994-06-30,130.75,170.0,-9.0,0.9243697478991597,-39.25,0.7691176470588236
85.0,159.0,170.0,167.0,168.0,110.0,119.0,135.0,1994-09-30,112.25,166.0,-25.0,0.7727272727272727,-53.75,0.6762048192771084
44.0,135.0,159.0,170.0,167.0,85.0,110.0,119.0,1994-12-31,89.5,157.75,-41.0,0.5176470588235295,-68.25,0.5673534072900158
-2.0,119.0,135.0,159.0,170.0,44.0,85.0,110.0,1995-03-31,59.25,145.75,-46.0,-0.045454545454545456,-86.5,0.4065180102915952
-57.0,110.0,119.0,135.0,159.0,-2.0,44.0,85.0,1995-06-30,17.5,130.75,-55.0,28.5,-113.25,0.1338432122370937
-68.0,85.0,110.0,119.0,135.0,-57.0,-2.0,44.0,1995-09-30,-20.75,112.25,-11.0,1.1929824561403508,-133.0,-0.18485523385300667
42.0,44.0,85.0,110.0,119.0,-68.0,-57.0,-2.0,1995-12-31,-21.25,89.5,110.0,-0.6176470588235294,-110.75,-0.23743016759776536
150.0,-2.0,44.0,85.0,110.0,42.0,-68.0,-57.0,1996-03-31,16.75,59.25,108.0,3.5714285714285716,-42.5,0.28270042194092826
140.0,-57.0,-2.0,44.0,85.0,150.0,42.0,-68.0,1996-06-30,66.0,17.5,-10.0,0.9333333333333333,48.5,3.7714285714285714
138.0,-68.0,-57.0,-2.0,44.0,140.0,150.0,42.0,1996-09-30,117.5,-20.75,-2.0,0.9857142857142858,138.25,-5.662650602409639
324.0,42.0,-68.0,-57.0,-2.0,138.0,140.0,150.0,1996-12-31,188.0,-21.25,186.0,2.347826086956522,209.25,-8.847058823529412
197.0,150.0,42.0,-68.0,-57.0,324.0,138.0,140.0,1997-03-31,199.75,16.75,-127.0,0.6080246913580247,183.0,11.925373134328359
109.0,140.0,150.0,42.0,-68.0,197.0,324.0,138.0,1997-06-30,192.0,66.0,-88.0,0.5532994923857868,126.0,2.909090909090909
120.0,138.0,140.0,150.0,42.0,109.0,197.0,324.0,1997-09-30,187.5,117.5,11.0,1.1009174311926606,70.0,1.5957446808510638
-185.0,324.0,138.0,140.0,150.0,120.0,109.0,197.0,1997-12-31,60.25,188.0,-305.0,-1.5416666666666667,-127.75,0.3204787234042553
116.0,197.0,324.0,138.0,140.0,-185.0,120.0,109.0,1998-03-31,40.0,199.75,301.0,-0.6270270270270271,-159.75,0.2002503128911139
217.0,109.0,197.0,324.0,138.0,116.0,-185.0,120.0,1998-06-30,67.0,192.0,101.0,1.8706896551724137,-125.0,0.3489583333333333
-327.0,120.0,109.0,197.0,324.0,217.0,116.0,-185.0,1998-09-30,-44.75,187.5,-544.0,-1.5069124423963134,-232.25,-0.23866666666666667
59.0,-185.0,120.0,109.0,197.0,-327.0,217.0,116.0,1998-12-31,16.25,60.25,386.0,-0.18042813455657492,-44.0,0.2697095435684647
201.0,116.0,-185.0,120.0,109.0,59.0,-327.0,217.0,1999-03-31,37.5,40.0,142.0,3.406779661016949,-2.5,0.9375
191.0,217.0,116.0,-185.0,120.0,201.0,59.0,-327.0,1999-06-30,31.0,67.0,-10.0,0.9502487562189055,-36.0,0.4626865671641791
374.0,-327.0,217.0,116.0,-185.0,191.0,201.0,59.0,1999-09-30,206.25,-44.75,183.0,1.9581151832460733,251.0,-4.608938547486034
69.0,59.0,-327.0,217.0,116.0,374.0,191.0,201.0,1999-12-31,208.75,16.25,-305.0,0.18449197860962566,192.5,12.846153846153847
204.0,201.0,59.0,-327.0,217.0,69.0,374.0,191.0,2000-03-31,209.5,37.5,135.0,2.9565217391304346,172.0,5.586666666666667
102.0,191.0,201.0,59.0,-327.0,204.0,69.0,374.0,2000-06-30,187.25,31.0,-102.0,0.5,156.25,6.040322580645161
206.0,374.0,191.0,201.0,59.0,102.0,204.0,69.0,2000-09-30,145.25,206.25,104.0,2.019607843137255,-61.0,0.7042424242424242
259.0,69.0,374.0,191.0,201.0,206.0,102.0,204.0,2000-12-31,192.75,208.75,53.0,1.2572815533980584,-16.0,0.9233532934131736
50.0,204.0,69.0,374.0,191.0,259.0,206.0,102.0,2001-03-31,154.25,209.5,-209.0,0.19305019305019305,-55.25,0.7362768496420048
50.0,102.0,204.0,69.0,374.0,50.0,259.0,206.0,2001-06-30,141.25,187.25,0.0,1.0,-46.0,0.7543391188251002
50.0,206.0,102.0,204.0,69.0,50.0,50.0,259.0,2001-09-30,102.25,145.25,0.0,1.0,-43.0,0.7039586919104991
-327.0,259.0,206.0,102.0,204.0,50.0,50.0,50.0,2001-12-31,-44.25,192.75,-377.0,-6.54,-237.0,-0.22957198443579765
99.0,50.0,259.0,206.0,102.0,-327.0,50.0,50.0,2002-03-31,-32.0,154.25,426.0,-0.30275229357798167,-186.25,-0.20745542949756887
99.0,50.0,50.0,259.0,206.0,99.0,-327.0,50.0,2002-06-30,-19.75,141.25,0.0,1.0,-161.0,-0.13982300884955753
99.0,50.0,50.0,50.0,259.0,99.0,99.0,-327.0,2002-09-30,-7.5,102.25,0.0,1.0,-109.75,-0.07334963325183375
99.0,-327.0,50.0,50.0,50.0,99.0,99.0,99.0,2002-12-31,99.0,-44.25,0.0,1.0,143.25,-2.23728813559322
33.0,99.0,-327.0,50.0,50.0,99.0,99.0,99.0,2003-03-31,82.5,-32.0,-66.0,0.3333333333333333,114.5,-2.578125
33.0,99.0,99.0,-327.0,50.0,33.0,99.0,99.0,2003-06-30,66.0,-19.75,0.0,1.0,85.75,-3.3417721518987342
33.0,99.0,99.0,99.0,-327.0,33.0,33.0,99.0,2003-09-30,49.5,-7.5,0.0,1.0,57.0,-6.6
33.0,99.0,99.0,99.0,99.0,33.0,33.0,33.0,2003-12-31,33.0,99.0,0.0,1.0,-66.0,0.3333333333333333
163.0,33.0,99.0,99.0,99.0,33.0,33.0,33.0,2004-03-31,65.5,82.5,130.0,4.9393939393939394,-17.0,0.793939393939394
122.0,33.0,33.0,99.0,99.0,163.0,33.0,33.0,2004-06-30,87.75,66.0,-41.0,0.7484662576687117,21.75,1.3295454545454546
78.0,33.0,33.0,33.0,99.0,122.0,163.0,33.0,2004-09-30,99.0,49.5,-44.0,0.639344262295082,49.5,2.0
