0_mths_prior,12_mths_prior,15_mths_prior,18_mths_prior,21_mths_prior,3_mths_prior,6_mths_prior,9_mths_prior,Date,past_year_1,past_year_2,qoq_diff,qoq_ratio,yoy_diff,yoy_ratio
2.458548387096774,2.101803278688524,,,,2.537419354838709,2.2681250000000004,1.9441269841269841,2004-03-31,2.3020549315156167,2.101803278688524,-0.0788709677419348,0.9689168573607936,0.20025165282709256,1.0952761159227256
2.634193548387098,1.9441269841269841,2.101803278688524,,,2.458548387096774,2.537419354838709,2.2681250000000004,2004-06-30,2.474571572580645,2.022965131407754,0.17564516129032404,1.0714426294036612,0.45160644117289106,1.223239854291816
2.4812499999999997,2.2681250000000004,1.9441269841269841,2.101803278688524,,2.634193548387098,2.458548387096774,2.537419354838709,2004-09-30,2.5278528225806456,2.1046850876051697,-0.15294354838709845,0.9419391378888067,0.4231677349754759,1.2010598818167997
2.410483870967742,2.537419354838709,2.2681250000000004,1.9441269841269841,2.101803278688524,2.4812499999999997,2.634193548387098,2.458548387096774,2004-12-31,2.4961189516129036,2.2128686544135543,-0.07076612903225765,0.9714796457300725,0.28325029719934935,1.128001405159953
2.4532786885245903,2.458548387096774,2.537419354838709,2.2681250000000004,1.9441269841269841,2.410483870967742,2.4812499999999997,2.634193548387098,2005-03-31,2.494801526969858,2.3020549315156167,0.04279481755684822,1.017753621201235,0.1927465954542411,1.0837280608796513
2.3892187499999995,2.634193548387098,2.458548387096774,2.537419354838709,2.2681250000000004,2.4532786885245903,2.410483870967742,2.4812499999999997,2005-06-30,2.433557827373083,2.474571572580645,-0.0640599385245908,0.9738880304042764,-0.04101374520756229,0.9834259208090754
2.3393750000000004,2.4812499999999997,2.634193548387098,2.458548387096774,2.537419354838709,2.3892187499999995,2.4532786885245903,2.410483870967742,2005-09-30,2.398089077373083,2.5278528225806456,-0.049843749999999076,0.9791380550650713,-0.1297637452075624,0.9486664160000072
2.417213114754099,2.410483870967742,2.4812499999999997,2.634193548387098,2.458548387096774,2.3393750000000004,2.3892187499999995,2.4532786885245903,2005-12-31,2.3997713883196723,2.4961189516129036,0.07783811475409852,1.0332730386338653,-0.09634756329323135,0.9614010529302
2.4275806451612896,2.4532786885245903,2.410483870967742,2.4812499999999997,2.634193548387098,2.417213114754099,2.3393750000000004,2.3892187499999995,2006-03-31,2.393346877478847,2.494801526969858,0.010367530407190628,1.0042890427591633,-0.10145464949101068,0.9593335788862388
2.5665079365079375,2.3892187499999995,2.4532786885245903,2.410483870967742,2.4812499999999997,2.4275806451612896,2.417213114754099,2.3393750000000004,2006-06-30,2.4376691741058316,2.433557827373083,0.13892729134664794,1.0572287028336467,0.004111346732748711,1.0016894386837674
2.569523809523809,2.3393750000000004,2.3892187499999995,2.4532786885245903,2.410483870967742,2.5665079365079375,2.4275806451612896,2.417213114754099,2006-09-30,2.4952063764867836,2.398089077373083,0.003015873015871584,1.0011750881316093,0.09711729911370037,1.0404977863541602
2.423870967741936,2.417213114754099,2.3393750000000004,2.3892187499999995,2.4532786885245903,2.569523809523809,2.5665079365079375,2.4275806451612896,2006-12-31,2.4968708397337434,2.3997713883196723,-0.1456528417818732,0.9433152394844452,0.09709945141407106,1.0404619589543738
2.350806451612903,2.4275806451612896,2.417213114754099,2.3393750000000004,2.3892187499999995,2.423870967741936,2.569523809523809,2.5665079365079375,2007-03-31,2.4776772913466463,2.393346877478847,-0.07306451612903286,0.9698562682991746,0.08433041386779916,1.035235349568982
2.40546875,2.5665079365079375,2.4275806451612896,2.417213114754099,2.3393750000000004,2.350806451612903,2.423870967741936,2.569523809523809,2007-06-30,2.4374174947196616,2.4376691741058316,0.0546622983870968,1.0232525728987993,-0.00025167938616998953,0.9998967540842525
