Date,Personal consumption expenditures (PCE),Goods,:Durable goods,:Nondurable goods,Services,:PCE excluding food and energy,:Food\1\,:Energy goods and services\2\,:Market-based PCE\3\,:Market-based PCE excluding food and energy\3\
1982-03-31,2024424.0,887914.0,249012.0,638902.0,1136510.0,1580042.0,262086.0,182295.0,,
1982-04-30,2027160.0,882359.0,244854.0,637504.0,1144801.0,1582783.0,264867.0,179510.0,,
1982-05-31,2045914.0,895408.0,256797.0,638611.0,1150506.0,1605558.0,266393.0,173963.0,,
1982-06-30,2050202.0,886076.0,246028.0,640048.0,1164126.0,1603146.0,266360.0,180696.0,,
1982-07-31,2075080.0,900319.0,247762.0,652557.0,1174761.0,1624181.0,269573.0,181326.0,,
1982-08-31,2083687.0,895597.0,248589.0,647009.0,1188090.0,1636480.0,267305.0,179902.0,,
1982-09-30,2108923.0,909561.0,259970.0,649591.0,1199361.0,1659277.0,268879.0,180767.0,,
1982-10-31,2130661.0,910585.0,254134.0,656450.0,1220076.0,1676013.0,272385.0,182263.0,,
1982-11-30,2154696.0,923048.0,268086.0,654961.0,1231649.0,1699299.0,269430.0,185967.0,,
1982-12-31,2167424.0,929655.0,270846.0,658809.0,1237769.0,1716721.0,273723.0,176980.0,,
1983-01-31,2180069.0,923367.0,268310.0,655056.0,1256702.0,1733346.0,268209.0,178514.0,,
1983-02-28,2183055.0,919707.0,266842.0,652865.0,1263348.0,1737457.0,271435.0,174163.0,,
1983-03-31,2208558.0,934658.0,271571.0,663087.0,1273899.0,1752881.0,273102.0,182574.0,,
1983-04-30,2231761.0,947027.0,281694.0,665333.0,1284734.0,1771875.0,274893.0,184993.0,,
1983-05-31,2250959.0,961565.0,288823.0,672743.0,1289394.0,1792134.0,274884.0,183942.0,,
1983-06-30,2280811.0,979304.0,298234.0,681070.0,1301507.0,1816299.0,277388.0,187124.0,,
1983-07-31,2308981.0,989705.0,303363.0,686342.0,1319276.0,1838937.0,279677.0,190367.0,,
1983-08-31,2324830.0,989369.0,301169.0,688200.0,1335461.0,1849754.0,279213.0,195864.0,,
1983-09-30,2339113.0,993320.0,302552.0,690768.0,1345793.0,1867941.0,280469.0,190703.0,,
1983-10-31,2361764.0,1007469.0,313652.0,693817.0,1354294.0,1891500.0,280482.0,189781.0,,
1983-11-30,2370437.0,1012388.0,315864.0,696524.0,1358049.0,1900677.0,282427.0,187334.0,,
1983-12-31,2397892.0,1027519.0,328294.0,699224.0,1370373.0,1912822.0,282256.0,202814.0,,
1984-01-31,2423754.0,1047339.0,336814.0,710525.0,1376414.0,1944466.0,284207.0,195081.0,,
1984-02-29,2408115.0,1030217.0,328742.0,701476.0,1377897.0,1945048.0,284599.0,178468.0,,
1984-03-31,2436387.0,1036129.0,328760.0,707370.0,1400257.0,1952478.0,287517.0,196392.0,,
1984-04-30,2462604.0,1052598.0,336004.0,716594.0,1410005.0,1977168.0,289018.0,196417.0,,
1984-05-31,2479823.0,1061331.0,341679.0,719652.0,1418492.0,1994308.0,289546.0,195970.0,,
1984-06-30,2501241.0,1077001.0,346123.0,730877.0,1424240.0,2013451.0,293274.0,194517.0,,
1984-07-31,2500474.0,1061707.0,341511.0,720196.0,1438767.0,2017598.0,291955.0,190921.0,,
1984-08-31,2518366.0,1061597.0,339745.0,721852.0,1456769.0,2033327.0,293130.0,191909.0,,
1984-09-30,2540287.0,1076621.0,344967.0,731653.0,1463666.0,2050347.0,295463.0,194477.0,,
1984-10-31,2538202.0,1071786.0,343041.0,728744.0,1466417.0,2051942.0,293937.0,192323.0,,
1984-11-30,2578608.0,1095119.0,358422.0,736696.0,1483489.0,2083039.0,296054.0,199515.0,,
1984-12-31,2590004.0,1092960.0,360056.0,732903.0,1497044.0,2104383.0,294522.0,191098.0,,
1985-01-31,2626312.0,1102522.0,365512.0,737010.0,1523789.0,2126243.0,297383.0,202685.0,,
1985-02-28,2648603.0,1110608.0,364877.0,745731.0,1537994.0,2147699.0,298247.0,202657.0,,
1985-03-31,2656764.0,1118045.0,373632.0,744413.0,1538719.0,2164584.0,297837.0,194343.0,,
1985-04-30,2668399.0,1119710.0,365736.0,753974.0,1548689.0,2171583.0,301141.0,195675.0,,
1985-05-31,2705891.0,1138213.0,384336.0,753878.0,1567678.0,2207209.0,300363.0,198320.0,,
1985-06-30,2699307.0,1120109.0,369681.0,750428.0,1579198.0,2201035.0,300116.0,198156.0,,
1985-07-31,2725937.0,1131554.0,376334.0,755220.0,1594383.0,2226211.0,300957.0,198768.0,,
1985-08-31,2762684.0,1151478.0,390290.0,761188.0,1611206.0,2260800.0,302888.0,198996.0,,
1985-09-30,2805607.0,1187775.0,422727.0,765047.0,1617832.0,2298890.0,307473.0,199244.0,,
1985-10-31,2767148.0,1145205.0,379244.0,765961.0,1621943.0,2264976.0,306034.0,196138.0,,
1985-11-30,2782700.0,1156020.0,380844.0,775175.0,1626681.0,2275581.0,309987.0,197133.0,,
1985-12-31,2822778.0,1170066.0,391166.0,778899.0,1652712.0,2297398.0,313011.0,212368.0,,
1986-01-31,2838297.0,1185808.0,401416.0,784392.0,1652489.0,2325300.0,314534.0,198463.0,,
1986-02-28,2831221.0,1166034.0,389362.0,776671.0,1665187.0,2321827.0,313505.0,195889.0,,
1986-03-31,2834676.0,1160789.0,384098.0,776691.0,1673887.0,2333187.0,315510.0,185979.0,,
1986-04-30,2846499.0,1165398.0,404020.0,761378.0,1681101.0,2360263.0,312330.0,173906.0,,
1986-05-31,2869049.0,1182809.0,414173.0,768636.0,1686239.0,2378774.0,314328.0,175947.0,,
1986-06-30,2873548.0,1176019.0,403679.0,772341.0,1697529.0,2376441.0,315699.0,181409.0,,
1986-07-31,2893429.0,1187497.0,415927.0,771570.0,1705932.0,2398739.0,316993.0,177697.0,,
1986-08-31,2911132.0,1202844.0,434383.0,768461.0,1708288.0,2429090.0,314162.0,167880.0,,
1986-09-30,2984643.0,1259906.0,486811.0,773095.0,1724737.0,2494313.0,317673.0,172657.0,,
1986-10-31,2945912.0,1213207.0,434902.0,778306.0,1732705.0,2455393.0,320468.0,170052.0,,
1986-11-30,2941694.0,1195202.0,420002.0,775201.0,1746492.0,2448724.0,320321.0,172650.0,,
1986-12-31,3010779.0,1252009.0,468495.0,783514.0,1758770.0,2519020.0,321452.0,170307.0,,
1987-01-31,2949877.0,1182623.0,399744.0,782879.0,1767253.0,2456930.0,320224.0,172723.0,2649099.0,2156953.0
1987-02-28,3016492.0,1232752.0,426955.0,805797.0,1783740.0,2514337.0,323323.0,178832.0,2712547.0,2211172.0
1987-03-31,3028384.0,1232263.0,428793.0,803470.0,1796121.0,2524327.0,322131.0,181926.0,2724786.0,2221495.0
1987-04-30,3054091.0,1246606.0,437584.0,809022.0,1807485.0,2547328.0,323921.0,182842.0,2746745.0,2240739.0
1987-05-31,3063864.0,1246370.0,433996.0,812374.0,1817494.0,2552638.0,323300.0,187926.0,2755969.0,2245491.0
1987-06-30,3088447.0,1261171.0,445723.0,815448.0,1827276.0,2575709.0,324766.0,187973.0,2781288.0,2269289.0
1987-07-31,3110698.0,1269696.0,452400.0,817295.0,1841003.0,2597569.0,323873.0,189256.0,2801663.0,2289266.0
1987-08-31,3146982.0,1291372.0,468892.0,822481.0,1855609.0,2631061.0,326479.0,189441.0,2835475.0,2320281.0
1987-09-30,3142902.0,1282524.0,460332.0,822192.0,1860378.0,2631196.0,325361.0,186344.0,2831636.0,2320652.0
1987-10-31,3151080.0,1267227.0,443069.0,824159.0,1883852.0,2632855.0,325827.0,192397.0,2837634.0,2320123.0
1987-11-30,3160872.0,1273586.0,447359.0,826227.0,1887286.0,2648632.0,325587.0,186653.0,2845787.0,2334261.0
1987-12-31,3190913.0,1289378.0,459420.0,829959.0,1901535.0,2676035.0,326959.0,187919.0,2876224.0,2362064.0
1988-01-31,3230681.0,1302472.0,470251.0,832221.0,1928209.0,2706756.0,329083.0,194843.0,2907628.0,2384428.0
1988-02-29,3238518.0,1301340.0,468671.0,832669.0,1937178.0,2718597.0,331341.0,188580.0,2912626.0,2393434.0
1988-03-31,3277782.0,1322667.0,472395.0,850272.0,1955115.0,2748726.0,338530.0,190526.0,2952823.0,2424497.0
1988-04-30,3280371.0,1316911.0,467753.0,849158.0,1963461.0,2752830.0,337834.0,189708.0,2953318.0,2426511.0
1988-05-31,3310969.0,1329043.0,474662.0,854381.0,1981925.0,2779503.0,340981.0,190485.0,2980654.0,2449925.0
1988-06-30,3335579.0,1334334.0,477253.0,857081.0,2001245.0,2798562.0,340837.0,196180.0,3004138.0,2467858.0
1988-07-31,3359283.0,1337030.0,472352.0,864678.0,2022253.0,2817177.0,344793.0,197313.0,3021368.0,2479999.0
1988-08-31,3384311.0,1341772.0,470143.0,871629.0,2042539.0,2835818.0,348840.0,199653.0,3045147.0,2497390.0
1988-09-30,3391398.0,1344697.0,468671.0,876026.0,2046702.0,2852075.0,347627.0,191697.0,3049241.0,2510651.0
1988-10-31,3430406.0,1361730.0,477859.0,883871.0,2068676.0,2880063.0,349824.0,200519.0,3086745.0,2537136.0
1988-11-30,3447040.0,1369811.0,481776.0,888035.0,2077229.0,2899374.0,352322.0,195344.0,3102992.0,2556055.0
1988-12-31,3476349.0,1385908.0,498851.0,887056.0,2090441.0,2930613.0,351664.0,194072.0,3130224.0,2585208.0
1989-01-31,3499903.0,1398761.0,496183.0,902578.0,2101141.0,2955049.0,356902.0,187952.0,3148846.0,2604694.0
1989-02-28,3503868.0,1381753.0,481276.0,900478.0,2122114.0,2934600.0,357786.0,211481.0,3154036.0,2585462.0
1989-03-31,3514460.0,1386415.0,481895.0,904520.0,2128044.0,2952436.0,358628.0,203396.0,3164221.0,2602883.0
1989-04-30,3558648.0,1420999.0,500427.0,920572.0,2137649.0,2988065.0,359130.0,211454.0,3203403.0,2633502.0
1989-05-31,3567516.0,1417817.0,487630.0,930187.0,2149699.0,2990126.0,363305.0,214085.0,3213521.0,2636809.0
1989-06-30,3582402.0,1424462.0,491975.0,932487.0,2157940.0,3008492.0,363551.0,210359.0,3226613.0,2653376.0
1989-07-31,3601714.0,1429987.0,497396.0,932591.0,2171727.0,3027935.0,365517.0,208262.0,3245275.0,2672165.0
1989-08-31,3636805.0,1453728.0,518683.0,935045.0,2183077.0,3060588.0,367050.0,209168.0,3280146.0,2704593.0
1989-09-30,3638141.0,1442062.0,500834.0,941227.0,2196080.0,3060158.0,370915.0,207068.0,3280506.0,2703182.0
1989-10-31,3649956.0,1436891.0,493929.0,942962.0,2213065.0,3069952.0,370266.0,209738.0,3291609.0,2712258.0
1989-11-30,3659716.0,1438704.0,490096.0,948608.0,2221011.0,3076511.0,373509.0,209696.0,3302168.0,2719614.0
1989-12-31,3700650.0,1454074.0,491631.0,962443.0,2246576.0,3093495.0,378098.0,229057.0,3340663.0,2734159.0
1990-01-31,3747190.0,1501718.0,536412.0,965306.0,2245473.0,3165861.0,378323.0,203007.0,3382961.0,2802323.0
1990-02-28,3744775.0,1481661.0,505922.0,975739.0,2263114.0,3147502.0,382686.0,214587.0,3379719.0,2783125.0
1990-03-31,3771526.0,1485322.0,503848.0,981473.0,2286205.0,3171223.0,387970.0,212333.0,3405490.0,2805854.0
1990-04-30,3786691.0,1482177.0,505671.0,976505.0,2304514.0,3184987.0,387660.0,214044.0,3418655.0,2817609.0
1990-05-31,3792528.0,1472724.0,495280.0,977443.0,2319804.0,3191435.0,388585.0,212508.0,3423000.0,2822556.0
1990-06-30,3821269.0,1482881.0,494270.0,988611.0,2338389.0,3214101.0,393762.0,213407.0,3448541.0,2842012.0
1990-07-31,3838466.0,1487404.0,496322.0,991082.0,2351061.0,3232198.0,392527.0,213741.0,3465074.0,2859438.0
1990-08-31,3864998.0,1493482.0,489313.0,1004169.0,2371517.0,3240613.0,394865.0,229521.0,3489095.0,2865333.0
1990-09-30,3886740.0,1509143.0,495076.0,1014067.0,2377598.0,3250469.0,399873.0,236399.0,3509018.0,2873365.0
1990-10-31,3887105.0,1502454.0,486124.0,1016331.0,2384651.0,3249396.0,394162.0,243547.0,3510304.0,2873207.0
1990-11-30,3888399.0,1506188.0,482735.0,1023452.0,2382211.0,3249865.0,398679.0,239854.0,3512106.0,2874180.0
1990-12-31,3877840.0,1490465.0,473982.0,1016483.0,2387375.0,3240143.0,395018.0,242678.0,3502131.0,2865038.0
1991-01-31,3857568.0,1465662.0,452701.0,1012961.0,2391906.0,3222479.0,398126.0,236963.0,3479560.0,2845077.0
1991-02-28,3883346.0,1477844.0,466975.0,1010869.0,2405502.0,3264246.0,397861.0,221239.0,3498647.0,2880154.0
1991-03-31,3929743.0,1514016.0,495396.0,1018620.0,2415727.0,3303273.0,405704.0,220766.0,3544244.0,2918384.0
1991-04-30,3923916.0,1491650.0,474416.0,1017234.0,2432266.0,3299166.0,402920.0,221830.0,3539418.0,2915280.0
1991-05-31,3950021.0,1500287.0,473542.0,1026746.0,2449734.0,3306793.0,408986.0,234243.0,3566510.0,2923892.0
1991-06-30,3957136.0,1499103.0,477787.0,1021315.0,2458034.0,3323143.0,406983.0,227011.0,3571178.0,2937796.0
1991-07-31,3982356.0,1510538.0,485355.0,1025183.0,2471817.0,3348439.0,406233.0,227683.0,3594055.0,2960749.0
1991-08-31,3985402.0,1506149.0,479764.0,1026385.0,2479253.0,3356201.0,405834.0,223367.0,3593951.0,2965359.0
1991-09-30,4001160.0,1509497.0,487889.0,1021608.0,2491663.0,3371546.0,403140.0,226474.0,3609128.0,2980121.0
1991-10-31,3992850.0,1492584.0,474135.0,1018449.0,2500266.0,3369826.0,401428.0,221596.0,3601401.0,2978982.0
1991-11-30,4020647.0,1499959.0,477336.0,1022624.0,2520688.0,3389513.0,402479.0,228656.0,3627099.0,2996566.0
1991-12-31,4037713.0,1501920.0,480896.0,1021024.0,2535792.0,3419057.0,395746.0,222909.0,3639838.0,3021780.0
1992-01-31,4101890.0,1535562.0,495581.0,1039980.0,2566329.0,3475770.0,405225.0,220896.0,3701458.0,3075932.0
1992-02-29,4116778.0,1539879.0,501260.0,1038618.0,2576900.0,3499719.0,402571.0,214489.0,3710956.0,3094486.0
1992-03-31,4134335.0,1526104.0,491699.0,1034405.0,2608232.0,3503183.0,400380.0,230772.0,3723370.0,3092805.0
1992-04-30,4149016.0,1533312.0,490006.0,1043306.0,2615704.0,3514150.0,403001.0,231865.0,3737713.0,3103430.0
1992-05-31,4176066.0,1550356.0,501940.0,1048416.0,2625709.0,3544325.0,402169.0,229572.0,3758173.0,3127012.0
1992-06-30,4194989.0,1560953.0,511021.0,1049932.0,2634036.0,3564584.0,401578.0,228827.0,3773767.0,3143938.0
1992-07-31,4223015.0,1563463.0,507248.0,1056215.0,2659552.0,3586493.0,404164.0,232359.0,3798165.0,3162215.0
1992-08-31,4239305.0,1573180.0,511889.0,1061291.0,2666125.0,3605796.0,405515.0,227994.0,3813999.0,3181060.0
1992-09-30,4273904.0,1582781.0,517140.0,1065641.0,2691123.0,3629679.0,404871.0,239354.0,3843081.0,3199423.0
1992-10-31,4303537.0,1596604.0,522696.0,1073908.0,2706933.0,3659782.0,408835.0,234920.0,3870823.0,3227632.0
1992-11-30,4319460.0,1585588.0,514089.0,1071499.0,2733872.0,3666767.0,407705.0,244988.0,3882531.0,3230399.0
1992-12-31,4355570.0,1611430.0,532408.0,1079021.0,2744140.0,3707622.0,407558.0,240391.0,3913486.0,3266096.0
1993-01-31,4359727.0,1616634.0,538135.0,1078499.0,2743093.0,3726495.0,405741.0,227491.0,3913399.0,3280724.0
1993-02-28,4374318.0,1605619.0,524197.0,1081422.0,2768699.0,3715728.0,410302.0,248288.0,3929246.0,3271211.0
1993-03-31,4371420.0,1598690.0,521225.0,1077465.0,2772730.0,3717446.0,408823.0,245151.0,3921021.0,3267599.0
1993-04-30,4412355.0,1625424.0,542978.0,1082446.0,2786932.0,3764714.0,409474.0,238167.0,3956036.0,3308943.0
1993-05-31,4441252.0,1643649.0,551989.0,1091661.0,2797602.0,3792769.0,413203.0,235280.0,3981693.0,3333757.0
1993-06-30,4458757.0,1633433.0,548560.0,1084873.0,2825324.0,3805962.0,411576.0,241218.0,3994139.0,3341889.0
1993-07-31,4487702.0,1650457.0,558589.0,1091868.0,2837245.0,3834467.0,413823.0,239412.0,4018753.0,3366060.0
1993-08-31,4499900.0,1641929.0,551506.0,1090423.0,2857971.0,3842206.0,412602.0,245092.0,4025253.0,3368099.0
1993-09-30,4530492.0,1655111.0,559819.0,1095292.0,2875381.0,3867622.0,416877.0,245993.0,4052858.0,3390525.0
1993-10-31,4551969.0,1669024.0,568851.0,1100173.0,2882945.0,3886699.0,417638.0,247632.0,4072623.0,3407889.0
1993-11-30,4573430.0,1681375.0,574189.0,1107186.0,2892055.0,3911991.0,419869.0,241570.0,4083578.0,3422671.0
1993-12-31,4590667.0,1686816.0,578349.0,1108467.0,2903851.0,3920965.0,421738.0,247964.0,4103417.0,3434245.0
1994-01-31,4604824.0,1689568.0,579642.0,1109926.0,2915256.0,3934196.0,421278.0,249350.0,4107969.0,3437866.0
1994-02-28,4652289.0,1711062.0,593267.0,1117796.0,2941226.0,3979082.0,424414.0,248792.0,4151783.0,3479100.0
1994-03-31,4665446.0,1716375.0,593563.0,1122812.0,2949071.0,3999311.0,426134.0,240001.0,4169878.0,3504264.0
1994-04-30,4690699.0,1733097.0,606989.0,1126108.0,2957602.0,4022149.0,428760.0,239789.0,4188515.0,3520484.0
1994-05-31,4689177.0,1712820.0,588862.0,1123958.0,2976358.0,4017752.0,428646.0,242780.0,4185289.0,3514379.0
1994-06-30,4728766.0,1734527.0,600311.0,1134216.0,2994239.0,4041772.0,433047.0,253947.0,4226231.0,3539750.0
1994-07-31,4740791.0,1741363.0,602087.0,1139276.0,2999428.0,4063368.0,431396.0,246026.0,4234562.0,3557649.0
1994-08-31,4783023.0,1766968.0,612008.0,1154960.0,3016055.0,4094665.0,436039.0,252319.0,4272315.0,3584464.0
1994-09-30,4795523.0,1768343.0,613836.0,1154507.0,3027180.0,4110463.0,438287.0,246772.0,4283053.0,3598498.0
1994-10-31,4833299.0,1790736.0,629639.0,1161097.0,3042563.0,4147147.0,438384.0,247768.0,4314739.0,3629088.0
1994-11-30,4846046.0,1794237.0,635145.0,1159092.0,3051809.0,4165053.0,438845.0,242148.0,4328123.0,3647629.0
1994-12-31,4862329.0,1799548.0,630706.0,1168841.0,3062781.0,4175368.0,440084.0,246877.0,4342136.0,3655671.0
1995-01-31,4871889.0,1796513.0,623560.0,1172952.0,3075376.0,4182780.0,443278.0,245830.0,4351403.0,3662788.0
1995-02-28,4871711.0,1774037.0,613010.0,1161027.0,3097674.0,4179354.0,439065.0,253292.0,4346044.0,3654176.0
1995-03-31,4906454.0,1793769.0,627186.0,1166583.0,3112684.0,4224327.0,440100.0,242026.0,4374992.0,3693352.0
1995-04-30,4911469.0,1781527.0,613173.0,1168354.0,3129942.0,4220754.0,440237.0,250478.0,4382919.0,3692688.0
1995-05-31,4954404.0,1803279.0,624811.0,1178468.0,3151125.0,4256508.0,443528.0,254367.0,4422934.0,3725520.0
1995-06-30,4998997.0,1826889.0,642759.0,1184130.0,3172108.0,4299983.0,443618.0,255397.0,4455507.0,3756971.0
1995-07-31,4991815.0,1813899.0,630976.0,1182923.0,3177916.0,4291234.0,442790.0,257791.0,4458679.0,3758575.0
1995-08-31,5027118.0,1823930.0,645330.0,1178600.0,3203188.0,4322492.0,443625.0,261001.0,4490811.0,3786659.0
1995-09-30,5042456.0,1840873.0,651324.0,1189549.0,3201583.0,4350220.0,445041.0,247195.0,4507581.0,3815817.0
1995-10-31,5035858.0,1819607.0,638070.0,1181537.0,3216251.0,4345783.0,445291.0,244784.0,4496109.0,3806505.0
1995-11-30,5077823.0,1842121.0,650609.0,1191512.0,3235702.0,4378199.0,446255.0,253369.0,4534559.0,3835404.0
1995-12-31,5120127.0,1869952.0,668047.0,1201905.0,3250175.0,4413417.0,452144.0,254566.0,4576448.0,3870204.0
1996-01-31,5108871.0,1845969.0,645840.0,1200129.0,3262902.0,4395419.0,451812.0,261641.0,4555732.0,3842739.0
1996-02-29,5156058.0,1872548.0,663218.0,1209330.0,3283510.0,4438093.0,452557.0,265408.0,4593809.0,3876301.0
1996-03-31,5196442.0,1894477.0,670418.0,1224059.0,3301965.0,4469023.0,455754.0,271666.0,4635863.0,3908899.0
1996-04-30,5231555.0,1917020.0,679506.0,1237514.0,3314535.0,4497765.0,459443.0,274348.0,4668641.0,3935304.0
1996-05-31,5247157.0,1918106.0,680094.0,1238011.0,3329052.0,4511256.0,458783.0,277118.0,4687108.0,3951658.0
1996-06-30,5253692.0,1912492.0,669396.0,1243096.0,3341200.0,4521311.0,462097.0,270284.0,4686374.0,3954442.0
1996-07-31,5275833.0,1917190.0,672857.0,1244333.0,3358643.0,4548739.0,463603.0,263491.0,4696220.0,3969573.0
1996-08-31,5299026.0,1927880.0,681653.0,1246227.0,3371147.0,4565919.0,464203.0,268904.0,4718694.0,3986031.0
1996-09-30,5319996.0,1932590.0,683636.0,1248954.0,3387406.0,4593979.0,465043.0,260974.0,4734315.0,4008739.0
1996-10-31,5351473.0,1952011.0,688842.0,1263169.0,3399461.0,4612093.0,468604.0,270776.0,4775847.0,4036903.0
1996-11-30,5375032.0,1958719.0,692234.0,1266485.0,3416313.0,4629689.0,469618.0,275726.0,4799043.0,4054133.0
1996-12-31,5401696.0,1963047.0,687847.0,1275200.0,3438650.0,4654742.0,471029.0,275926.0,4820918.0,4074395.0
1997-01-31,5434862.0,1975438.0,703285.0,1272153.0,3459424.0,4682459.0,471751.0,280652.0,4846787.0,4094818.0
1997-02-28,5457749.0,1985169.0,701986.0,1283183.0,3472580.0,4704207.0,473426.0,280117.0,4864215.0,4111106.0
1997-03-31,5477568.0,1999473.0,711501.0,1287972.0,3478096.0,4731451.0,475339.0,270778.0,4884172.0,4138484.0
1997-04-30,5482798.0,1976221.0,697484.0,1278736.0,3506577.0,4732418.0,472913.0,277467.0,4883727.0,4133769.0
1997-05-31,5484273.0,1963463.0,690225.0,1273238.0,3520810.0,4746589.0,470716.0,266968.0,4881490.0,4144224.0
1997-06-30,5518159.0,1983899.0,702052.0,1281847.0,3534260.0,4782650.0,471741.0,263768.0,4914080.0,4178984.0
1997-07-31,5573020.0,2007151.0,715724.0,1291427.0,3565869.0,4827849.0,476067.0,269105.0,4963966.0,4219204.0
1997-08-31,5611804.0,2030692.0,732611.0,1298082.0,3581111.0,4867443.0,475996.0,268365.0,4997196.0,4253242.0
1997-09-30,5625556.0,2023565.0,720003.0,1303562.0,3601991.0,4873420.0,477114.0,275022.0,5009021.0,4257288.0
1997-10-31,5661180.0,2028965.0,724657.0,1304308.0,3632214.0,4898221.0,477337.0,285622.0,5038512.0,4275957.0
1997-11-30,5685238.0,2053859.0,740758.0,1313101.0,3631378.0,4931032.0,479134.0,275072.0,5054947.0,4301142.0
1997-12-31,5716423.0,2053281.0,746068.0,1307213.0,3663142.0,4962815.0,475794.0,277814.0,5081955.0,4328745.0
1998-01-31,5714357.0,2042856.0,733022.0,1309834.0,3671501.0,4978874.0,477694.0,257788.0,5075855.0,4340765.0
1998-02-28,5748383.0,2046282.0,739406.0,1306876.0,3702101.0,5009700.0,478485.0,260199.0,5104999.0,4366704.0
1998-03-31,5775036.0,2045170.0,740680.0,1304490.0,3729867.0,5033647.0,480590.0,260799.0,5123112.0,4382110.0
1998-04-30,5812926.0,2072065.0,758094.0,1313972.0,3740860.0,5078153.0,482140.0,252633.0,5157757.0,4423372.0
1998-05-31,5863317.0,2096362.0,778296.0,1318066.0,3766955.0,5117537.0,484072.0,261708.0,5202860.0,4457466.0
1998-06-30,5897249.0,2100093.0,771324.0,1328769.0,3797156.0,5141577.0,487129.0,268543.0,5230197.0,4474910.0
1998-07-31,5915635.0,2103814.0,769397.0,1334417.0,3811821.0,5164459.0,488597.0,262579.0,5239997.0,4489204.0
1998-08-31,5951013.0,2118319.0,784874.0,1333444.0,3832694.0,5201072.0,489503.0,260438.0,5272849.0,4523289.0
1998-09-30,5991795.0,2138256.0,800861.0,1337395.0,3853539.0,5241031.0,491705.0,259059.0,5308957.0,4558571.0
1998-10-31,6025757.0,2164464.0,819438.0,1345026.0,3861294.0,5281524.0,493059.0,251174.0,5338642.0,4594783.0
1998-11-30,6042722.0,2172006.0,817882.0,1354124.0,3870716.0,5300899.0,495635.0,246188.0,5352510.0,4611058.0
1998-12-31,6098156.0,2204916.0,838247.0,1366669.0,3893241.0,5349288.0,500634.0,248234.0,5407539.0,4659039.0
1999-01-31,6099109.0,2188322.0,808365.0,1379957.0,3910787.0,5346101.0,502284.0,250724.0,5409003.0,4656362.0
1999-02-28,6128173.0,2208793.0,824121.0,1384672.0,3919381.0,5379953.0,505295.0,242925.0,5436329.0,4688473.0
1999-03-31,6159728.0,2217276.0,827357.0,1389919.0,3942452.0,5400035.0,506013.0,253681.0,5465723.0,4706390.0
1999-04-30,6223618.0,2255309.0,841321.0,1413987.0,3968309.0,5444144.0,509988.0,269485.0,5522990.0,4743874.0
1999-05-31,6253407.0,2275746.0,855368.0,1420378.0,3977661.0,5473376.0,512428.0,267604.0,5552300.0,4772623.0
1999-06-30,6281908.0,2287067.0,867725.0,1419342.0,3994840.0,5499129.0,510930.0,271849.0,5577772.0,4795344.0
1999-07-31,6309458.0,2286745.0,865238.0,1421507.0,4022713.0,5514744.0,513638.0,281076.0,5599623.0,4805257.0
1999-08-31,6354798.0,2310882.0,871930.0,1438952.0,4043917.0,5554682.0,516887.0,283230.0,5638073.0,4838302.0
1999-09-30,6407406.0,2335150.0,876406.0,1458744.0,4072256.0,5597361.0,522427.0,287618.0,5684932.0,4875230.0
1999-10-31,6431190.0,2329814.0,867977.0,1461838.0,4101376.0,5621133.0,519047.0,291010.0,5702106.0,4892388.0
1999-11-30,6467243.0,2338630.0,871201.0,1467429.0,4128613.0,5668964.0,523337.0,274942.0,5730958.0,4933015.0
1999-12-31,6568233.0,2407477.0,889811.0,1517666.0,4160755.0,5729980.0,544090.0,294163.0,5819829.0,4981910.0
2000-01-31,6564711.0,2371900.0,908629.0,1463271.0,4192811.0,5755153.0,518693.0,290865.0,5807685.0,4998459.0
2000-02-29,6648706.0,2415741.0,930674.0,1485067.0,4232965.0,5823332.0,526549.0,298824.0,5881033.0,5055989.0
2000-03-31,6714816.0,2450517.0,923323.0,1527195.0,4264299.0,5873648.0,535107.0,306061.0,5934081.0,5093239.0
2000-04-30,6701042.0,2428542.0,900602.0,1527939.0,4272500.0,5857365.0,536031.0,307645.0,5927843.0,5084490.0
2000-05-31,6737218.0,2438728.0,906968.0,1531760.0,4298490.0,5888241.0,536633.0,312344.0,5953826.0,5105170.0
2000-06-30,6773560.0,2443072.0,898224.0,1544847.0,4330489.0,5899922.0,542913.0,330725.0,5984877.0,5111557.0
2000-07-31,6793689.0,2444798.0,897288.0,1547510.0,4348891.0,5924546.0,542897.0,326246.0,6001446.0,5132619.0
2000-08-31,6828664.0,2454909.0,906436.0,1548473.0,4373755.0,5961074.0,544258.0,323331.0,6030132.0,5162856.0
2000-09-30,6913068.0,2506762.0,931250.0,1575511.0,4406306.0,6028945.0,546726.0,337397.0,6108273.0,5224460.0
2000-10-31,6919626.0,2492873.0,920566.0,1572307.0,4426753.0,6035926.0,550874.0,332826.0,6111784.0,5228392.0
2000-11-30,6934533.0,2485556.0,913394.0,1572162.0,4448977.0,6047117.0,550617.0,336799.0,6125661.0,5238552.0
2000-12-31,6979051.0,2500836.0,913508.0,1587328.0,4478215.0,6060744.0,555641.0,362666.0,6173529.0,5255527.0
2001-01-31,7009818.0,2498195.0,916450.0,1581745.0,4511624.0,6102402.0,556803.0,350614.0,6195183.0,5288077.0
2001-02-28,7029271.0,2513479.0,938897.0,1574582.0,4515792.0,6126648.0,555929.0,346694.0,6214317.0,5311996.0
