Date,Gross domestic product,Personal consumption expenditures,:Goods,::Durable goods,::Nondurable goods,:Services,Gross private domestic investment,:Fixed investment,::Nonresidential,:::Structures,:::Equipment,:::Intellectual property products,::Residential,:Change in private inventories,Net exports of goods and services,:Exports,::Goods,::Services,:Imports,::Goods,::Services,Government consumption expenditures and gross investment,:Federal,::National defense,::Nondefense,:State and local
1971-12-31,1193585.0,722854.0,350898.0,107303.0,243595.0,371956.0,198414.0,198709.0,134714.0,43758.0,71641.0,19315.0,63995.0,-295.0,-1657.0,60282.0,42877.0,17405.0,61939.0,45744.0,16195.0,273974.0,134660.0,97244.0,37416.0,139314.0
1972-03-31,1233807.0,740119.0,357742.0,110704.0,247038.0,382377.0,212966.0,209739.0,140584.0,45781.0,74881.0,19922.0,69155.0,3227.0,-3534.0,68639.0,50440.0,18199.0,72173.0,55092.0,17081.0,284256.0,141360.0,101392.0,39968.0,142896.0
1972-06-30,1270122.0,758615.0,368369.0,114065.0,254304.0,390246.0,226799.0,214801.0,143977.0,46607.0,76945.0,20425.0,70824.0,11998.0,-4257.0,67152.0,49696.0,17456.0,71409.0,54092.0,17317.0,288965.0,144584.0,103696.0,40888.0,144381.0
1972-09-30,1293837.0,777120.0,377676.0,117591.0,260085.0,399444.0,233090.0,219375.0,147015.0,47314.0,78938.0,20763.0,72360.0,13715.0,-2638.0,71453.0,52520.0,18933.0,74091.0,57288.0,16803.0,286265.0,138480.0,97444.0,41036.0,147785.0
1972-12-31,1332023.0,801878.0,391474.0,123418.0,268056.0,410404.0,239713.0,232222.0,154966.0,48990.0,84780.0,21196.0,77256.0,7491.0,-3061.0,76129.0,57688.0,18441.0,79190.0,61264.0,17926.0,293493.0,141660.0,100020.0,41640.0,151833.0
1973-03-31,1380680.0,826451.0,407267.0,131813.0,275454.0,419184.0,254314.0,243764.0,162839.0,51327.0,89808.0,21704.0,80925.0,10550.0,-1401.0,83959.0,65224.0,18735.0,85360.0,66460.0,18900.0,301316.0,145884.0,103012.0,42872.0,155432.0
1973-06-30,1417595.0,842043.0,412682.0,131296.0,281386.0,429361.0,268198.0,249992.0,171284.0,54060.0,94897.0,22327.0,78708.0,18206.0,2454.0,91923.0,72560.0,19363.0,89469.0,70040.0,19429.0,304900.0,146488.0,103352.0,43136.0,158412.0
1973-09-30,1436813.0,860476.0,420716.0,130799.0,289917.0,439760.0,264337.0,254576.0,176645.0,56831.0,96850.0,22964.0,77931.0,9761.0,6438.0,97576.0,77236.0,20340.0,91138.0,72100.0,19038.0,305562.0,143404.0,99648.0,43756.0,162158.0
1973-12-31,1479069.0,875580.0,425878.0,128203.0,297675.0,449702.0,280857.0,255864.0,180142.0,57714.0,98693.0,23735.0,75722.0,24993.0,8951.0,107620.0,88064.0,19556.0,98669.0,78772.0,19897.0,313681.0,146484.0,102152.0,44332.0,167197.0
1974-03-31,1494654.0,893757.0,435503.0,126650.0,308853.0,458254.0,268363.0,255844.0,183406.0,58984.0,100033.0,24389.0,72438.0,12519.0,6395.0,116709.0,95116.0,21593.0,110314.0,88832.0,21482.0,326139.0,151872.0,105360.0,46512.0,174267.0
1974-06-30,1534220.0,922287.0,448598.0,130582.0,318016.0,473689.0,277393.0,259977.0,188820.0,61333.0,102376.0,25111.0,71157.0,17416.0,-2714.0,126668.0,103536.0,23132.0,129382.0,106388.0,22994.0,337254.0,154736.0,108696.0,46040.0,182518.0
1974-09-30,1563396.0,951062.0,463992.0,136325.0,327667.0,487070.0,271012.0,265434.0,194486.0,61417.0,107086.0,25983.0,70948.0,5578.0,-6972.0,126638.0,103664.0,22974.0,133610.0,110600.0,23010.0,348294.0,159508.0,109444.0,50064.0,188786.0
1974-12-31,1603004.0,960868.0,458056.0,127148.0,330908.0,502812.0,281337.0,260891.0,197567.0,63214.0,107770.0,26583.0,63324.0,20446.0,33.0,136585.0,111660.0,24925.0,136552.0,112260.0,24292.0,360766.0,166396.0,113296.0,53100.0,194370.0
1975-03-31,1619553.0,987077.0,467992.0,131786.0,336206.0,519085.0,244307.0,254335.0,193138.0,61682.0,104513.0,26943.0,61197.0,-10028.0,16481.0,141369.0,114936.0,26433.0,124888.0,100936.0,23952.0,371688.0,167560.0,113896.0,53664.0,204128.0
1975-06-30,1656448.0,1015822.0,481542.0,136693.0,344849.0,534280.0,243281.0,257235.0,193276.0,60409.0,105582.0,27285.0,63959.0,-13954.0,21582.0,136827.0,108464.0,28363.0,115245.0,92264.0,22981.0,375763.0,168976.0,113784.0,55192.0,206787.0
1975-09-30,1713812.0,1049589.0,502751.0,146787.0,355964.0,546838.0,265191.0,266579.0,197807.0,61275.0,108526.0,28006.0,68772.0,-1388.0,12043.0,134098.0,109792.0,24306.0,122055.0,98772.0,23283.0,386989.0,174872.0,118744.0,56128.0,212117.0
1975-12-31,1765867.0,1078524.0,513052.0,153393.0,359659.0,565472.0,276235.0,275887.0,202882.0,62034.0,111839.0,29009.0,73005.0,348.0,13801.0,142531.0,116768.0,25763.0,128730.0,104028.0,24702.0,397307.0,179680.0,121460.0,58220.0,217627.0
1976-03-31,1824509.0,1112300.0,530733.0,163297.0,367436.0,581567.0,304640.0,289947.0,209506.0,64099.0,115026.0,30381.0,80441.0,14693.0,4650.0,143588.0,117016.0,26572.0,138938.0,113540.0,25398.0,402919.0,180472.0,121544.0,58928.0,222447.0
1976-06-30,1856944.0,1131964.0,538969.0,165898.0,373071.0,592995.0,322304.0,299856.0,215010.0,65057.0,118315.0,31638.0,84846.0,22448.0,-495.0,146621.0,119084.0,27537.0,147116.0,121324.0,25792.0,403171.0,181956.0,122764.0,59192.0,221215.0
1976-09-30,1890500.0,1161344.0,550451.0,169845.0,380606.0,610893.0,328309.0,307502.0,222628.0,66683.0,123099.0,32846.0,84874.0,20807.0,-4073.0,151775.0,122700.0,29075.0,155848.0,128920.0,26928.0,404920.0,183580.0,123864.0,59716.0,221340.0
1976-12-31,1938413.0,1195080.0,565061.0,175455.0,389606.0,630019.0,337649.0,327131.0,230243.0,67821.0,128525.0,33897.0,96888.0,10518.0,-6603.0,156076.0,127136.0,28940.0,162679.0,134744.0,27935.0,412287.0,189004.0,126972.0,62032.0,223283.0
1977-03-31,1992534.0,1230568.0,580396.0,183930.0,396466.0,650172.0,360312.0,345490.0,243276.0,69732.0,139000.0,34544.0,102214.0,14822.0,-21079.0,155354.0,126324.0,29030.0,176433.0,147624.0,28809.0,422733.0,192944.0,129936.0,63008.0,229789.0
1977-06-30,2060165.0,1258543.0,592927.0,189223.0,403704.0,665616.0,389703.0,370234.0,253749.0,73631.0,144640.0,35478.0,116485.0,19469.0,-21135.0,161906.0,131340.0,30566.0,183041.0,153150.0,29891.0,433054.0,197732.0,132928.0,64804.0,235322.0
1977-09-30,2122387.0,1289707.0,603898.0,193990.0,409908.0,685809.0,414134.0,383250.0,263267.0,76409.0,150611.0,36247.0,119983.0,30884.0,-20578.0,162325.0,130636.0,31689.0,182903.0,153170.0,29733.0,439124.0,199980.0,133656.0,66324.0,239144.0
1977-12-31,2168716.0,1327873.0,624307.0,200704.0,423603.0,703566.0,422301.0,398180.0,275944.0,78540.0,160407.0,36997.0,122236.0,24121.0,-29584.0,157809.0,125340.0,32469.0,187393.0,156572.0,30821.0,448126.0,204524.0,134860.0,69664.0,243602.0
1978-03-31,2208688.0,1357760.0,629245.0,198170.0,431075.0,728515.0,434794.0,409341.0,282420.0,80018.0,164610.0,37792.0,126921.0,25453.0,-38683.0,164599.0,129843.0,34756.0,203282.0,170334.0,32948.0,454817.0,207728.0,137364.0,70364.0,247089.0
1978-06-30,2336563.0,1415292.0,661000.0,216187.0,444813.0,754292.0,470583.0,446326.0,309349.0,90259.0,179682.0,39408.0,136977.0,24257.0,-22624.0,186216.0,150607.0,35609.0,208840.0,175133.0,33707.0,473312.0,214772.0,141936.0,72836.0,258540.0
1978-09-30,2398866.0,1446246.0,672364.0,216742.0,455622.0,773882.0,492365.0,467399.0,325098.0,98559.0,185477.0,41062.0,142301.0,24966.0,-23760.0,191302.0,153627.0,37675.0,215062.0,179406.0,35656.0,484015.0,218576.0,144364.0,74212.0,265439.0
1978-12-31,2482159.0,1485397.0,691665.0,222300.0,469365.0,793732.0,515758.0,487271.0,341431.0,105498.0,192767.0,43166.0,145840.0,28487.0,-16401.0,205415.0,165550.0,39865.0,221816.0,184766.0,37050.0,497405.0,225752.0,148428.0,77324.0,271653.0
1979-03-31,2531555.0,1520983.0,707868.0,223277.0,484591.0,813115.0,525811.0,501959.0,356698.0,107879.0,203431.0,45388.0,145261.0,23852.0,-18158.0,211669.0,170867.0,40802.0,229827.0,192181.0,37646.0,502919.0,229132.0,151052.0,78080.0,273787.0
1979-06-30,2595909.0,1561548.0,722167.0,222101.0,500066.0,839381.0,539294.0,511893.0,364269.0,112844.0,204186.0,47239.0,147624.0,27401.0,-22191.0,220906.0,178907.0,41999.0,243097.0,204075.0,39022.0,517258.0,234896.0,155960.0,78936.0,282362.0
1979-09-30,2670388.0,1615985.0,753280.0,230932.0,522348.0,862705.0,545625.0,533494.0,383006.0,121814.0,212115.0,49077.0,150488.0,12131.0,-23029.0,234278.0,191254.0,43024.0,257307.0,216775.0,40532.0,531807.0,238824.0,158444.0,80380.0,292983.0
1979-12-31,2730705.0,1659463.0,768437.0,229049.0,539388.0,891026.0,547879.0,539326.0,391335.0,128268.0,212492.0,50575.0,147991.0,8553.0,-26801.0,253665.0,208037.0,45628.0,280466.0,238116.0,42350.0,550164.0,248080.0,165684.0,82396.0,302084.0
1980-03-31,2796523.0,1706520.0,792001.0,232055.0,559946.0,914519.0,554562.0,544663.0,404492.0,132557.0,219621.0,52314.0,140171.0,9899.0,-35804.0,268508.0,221979.0,46529.0,304312.0,259655.0,44657.0,571245.0,259656.0,173280.0,86376.0,311589.0
1980-06-30,2799938.0,1708916.0,777829.0,211916.0,565913.0,931087.0,519290.0,511540.0,394676.0,132299.0,209102.0,53275.0,116864.0,7750.0,-15209.0,277389.0,227700.0,49689.0,292598.0,248467.0,44131.0,586941.0,271028.0,177612.0,93416.0,315913.0
1980-09-30,2860044.0,1767679.0,801864.0,225364.0,576500.0,965815.0,495073.0,528928.0,405718.0,135769.0,215242.0,54707.0,123210.0,-33855.0,5472.0,284673.0,232517.0,52156.0,279201.0,234146.0,45055.0,591820.0,271980.0,180332.0,91648.0,319840.0
1980-12-31,2993525.0,1835354.0,827481.0,236230.0,591251.0,1007873.0,551474.0,560592.0,422757.0,144056.0,221582.0,57119.0,137835.0,-9118.0,-6683.0,292517.0,239515.0,53002.0,299200.0,252012.0,47188.0,613380.0,286792.0,192628.0,94164.0,326588.0
1981-03-31,3131799.0,1890711.0,860091.0,246046.0,614045.0,1030620.0,619383.0,580628.0,443027.0,150017.0,231960.0,61050.0,137601.0,38755.0,-14256.0,305468.0,247245.0,58223.0,319724.0,270185.0,49539.0,635961.0,296516.0,198912.0,97604.0,339445.0
1981-06-30,3167251.0,1921924.0,863785.0,240936.0,622849.0,1058139.0,609839.0,598126.0,462861.0,161010.0,238318.0,63533.0,135265.0,11713.0,-13509.0,308454.0,248749.0,59705.0,321963.0,271773.0,50190.0,648997.0,309392.0,208072.0,101320.0,339605.0
1981-09-30,3261203.0,1961244.0,881052.0,251926.0,629126.0,1080192.0,652296.0,608336.0,482108.0,169743.0,246606.0,65759.0,126228.0,43960.0,-7560.0,302337.0,241700.0,60637.0,309897.0,260492.0,49405.0,655223.0,312536.0,212148.0,100388.0,342687.0
1981-12-31,3283536.0,1976139.0,872542.0,236842.0,635700.0,1103597.0,643395.0,618588.0,503754.0,188485.0,246525.0,68744.0,114834.0,24807.0,-14753.0,304694.0,243129.0,61565.0,319447.0,268806.0,50641.0,678755.0,328472.0,225612.0,102860.0,350283.0
1982-03-31,3273809.0,2014394.0,886290.0,246437.0,639853.0,1128104.0,588317.0,609783.0,500082.0,186622.0,242825.0,70635.0,109701.0,-21466.0,-16275.0,293202.0,232306.0,60896.0,309477.0,257623.0,51854.0,687373.0,332500.0,230120.0,102380.0,354873.0
1982-06-30,3331281.0,2041093.0,887949.0,249227.0,638722.0,1153144.0,593622.0,597788.0,490070.0,182450.0,235435.0,72185.0,107718.0,-4166.0,-4387.0,294728.0,233876.0,60852.0,299115.0,245844.0,53271.0,700953.0,339468.0,239324.0,100144.0,361485.0
1982-09-30,3367072.0,2089226.0,901827.0,252108.0,649719.0,1187399.0,592959.0,587161.0,478728.0,172926.0,232297.0,73505.0,108433.0,5798.0,-29648.0,279634.0,218518.0,61116.0,309282.0,257204.0,52078.0,714535.0,347632.0,245784.0,101848.0,366903.0
1982-12-31,3407810.0,2150927.0,921095.0,264356.0,656739.0,1229832.0,549246.0,589066.0,471526.0,168257.0,228891.0,74378.0,117540.0,-39820.0,-29585.0,265275.0,205501.0,59774.0,294860.0,241495.0,53365.0,737222.0,362856.0,255908.0,106948.0,374366.0
1983-03-31,3480321.0,2190562.0,925912.0,268909.0,657003.0,1264650.0,565519.0,600579.0,462105.0,158581.0,227091.0,76433.0,138474.0,-35060.0,-24549.0,270701.0,209692.0,61009.0,295250.0,242508.0,52742.0,748789.0,370096.0,259304.0,110792.0,378693.0
1983-06-30,3583844.0,2254512.0,962633.0,289584.0,673049.0,1291879.0,613777.0,621449.0,466449.0,149502.0,237585.0,79362.0,155000.0,-7672.0,-45435.0,272515.0,209101.0,63414.0,317950.0,262761.0,55189.0,760990.0,378824.0,267140.0,111684.0,382166.0
1983-09-30,3692257.0,2324306.0,990799.0,302363.0,688436.0,1333507.0,652267.0,656471.0,485370.0,152648.0,249810.0,82912.0,171101.0,-4204.0,-65200.0,278181.0,214318.0,63863.0,343381.0,285851.0,57530.0,780884.0,391728.0,271740.0,119988.0,389156.0
1983-12-31,3796121.0,2376696.0,1015791.0,319270.0,696521.0,1360905.0,718497.0,694565.0,514688.0,156644.0,271388.0,86656.0,179877.0,23932.0,-71383.0,286588.0,223084.0,63504.0,357971.0,299589.0,58382.0,772311.0,380116.0,279200.0,100916.0,392195.0
1984-03-31,3912774.0,2422755.0,1037897.0,331440.0,706457.0,1384858.0,790872.0,717890.0,531465.0,165735.0,275598.0,90132.0,186425.0,72982.0,-95005.0,292973.0,224343.0,68630.0,387978.0,322454.0,65524.0,794152.0,391104.0,286172.0,104932.0,403048.0
1984-06-30,4015000.0,2481222.0,1063642.0,341270.0,722372.0,1417580.0,818897.0,749576.0,558277.0,175807.0,288951.0,93519.0,191299.0,69321.0,-104298.0,302201.0,229958.0,72243.0,406499.0,337923.0,68576.0,819179.0,406932.0,292636.0,114296.0,412247.0
1984-09-30,4087378.0,2519712.0,1066643.0,342075.0,724568.0,1453069.0,838850.0,767512.0,576640.0,182528.0,297338.0,96774.0,190872.0,71338.0,-103845.0,305745.0,234401.0,71344.0,409590.0,339856.0,69734.0,832661.0,409456.0,294008.0,115448.0,423205.0
1984-12-31,4147606.0,2568936.0,1086621.0,353839.0,732782.0,1482315.0,831742.0,783763.0,590903.0,185519.0,305614.0,99770.0,192860.0,47979.0,-107756.0,308605.0,236443.0,72162.0,416361.0,345030.0,71331.0,854684.0,422988.0,305824.0,117164.0,431696.0
1985-03-31,4237010.0,2643896.0,1110395.0,368010.0,742385.0,1533501.0,809868.0,793638.0,599419.0,194875.0,302612.0,101932.0,194219.0,16230.0,-91300.0,306008.0,232102.0,73906.0,397308.0,325388.0,71920.0,874546.0,432208.0,310912.0,121296.0,442338.0
1985-06-30,4302297.0,2691201.0,1126011.0,373251.0,752760.0,1565190.0,827040.0,805394.0,609088.0,195236.0,309543.0,104309.0,196306.0,21646.0,-114445.0,304126.0,228745.0,75381.0,418571.0,344425.0,74146.0,898501.0,443816.0,320452.0,123364.0,454685.0
1985-09-30,4394563.0,2764744.0,1156935.0,396451.0,760484.0,1607809.0,822153.0,805850.0,604428.0,192210.0,306093.0,106125.0,201422.0,16303.0,-116894.0,297273.0,222171.0,75102.0,414167.0,340520.0,73647.0,924560.0,458680.0,333820.0,124860.0,465880.0
1985-12-31,4453105.0,2790877.0,1157099.0,383753.0,773346.0,1633778.0,859549.0,826430.0,618071.0,195751.0,313379.0,108941.0,208359.0,33119.0,-133434.0,305434.0,226936.0,78498.0,438868.0,362845.0,76023.0,936113.0,462400.0,338656.0,123744.0,473713.0
1986-03-31,4516344.0,2834731.0,1170880.0,391628.0,779252.0,1663851.0,863454.0,833057.0,613523.0,191672.0,310777.0,111074.0,219534.0,30397.0,-126013.0,313405.0,224488.0,88917.0,439418.0,357705.0,81713.0,944172.0,459744.0,335108.0,124636.0,484428.0
1986-06-30,4555245.0,2863039.0,1174747.0,407293.0,767454.0,1688292.0,855234.0,839571.0,605013.0,174504.0,317524.0,112985.0,234558.0,15663.0,-128871.0,315119.0,227868.0,87251.0,443990.0,365100.0,78890.0,965843.0,474516.0,347768.0,126748.0,491327.0
1986-09-30,4619627.0,2929733.0,1216749.0,445708.0,771041.0,1712984.0,835830.0,842849.0,601962.0,169021.0,318616.0,114325.0,240887.0,-7019.0,-138958.0,320476.0,229819.0,90657.0,459434.0,374759.0,84675.0,993022.0,492852.0,362016.0,130836.0,500170.0
1986-12-31,4669396.0,2966130.0,1220140.0,441133.0,779007.0,1745990.0,842063.0,854822.0,610554.0,170911.0,323862.0,115781.0,244268.0,-12759.0,-133626.0,335000.0,243612.0,91388.0,468626.0,382460.0,86166.0,994829.0,486396.0,351860.0,134536.0,508433.0
1987-03-31,4736231.0,2998253.0,1215880.0,418497.0,797383.0,1782373.0,871198.0,843225.0,596554.0,166921.0,312608.0,117025.0,246671.0,27973.0,-141236.0,336450.0,242984.0,93466.0,477686.0,389537.0,88149.0,1008016.0,489604.0,358712.0,130892.0,518412.0
1987-06-30,4821459.0,3068803.0,1251383.0,439101.0,812282.0,1817420.0,874587.0,858063.0,608370.0,169576.0,320184.0,118610.0,249693.0,16524.0,-146978.0,355360.0,258805.0,96555.0,502338.0,409063.0,93275.0,1025047.0,499188.0,369264.0,129924.0,525859.0
1987-09-30,4900509.0,3133528.0,1281198.0,460541.0,820657.0,1852330.0,876468.0,875451.0,625481.0,177585.0,327084.0,120812.0,249970.0,1017.0,-145463.0,371855.0,272080.0,99775.0,517318.0,422798.0,94520.0,1035976.0,502236.0,376088.0,126148.0,533740.0
1987-12-31,5022670.0,3167620.0,1276730.0,449949.0,826781.0,1890890.0,946454.0,883372.0,630547.0,182728.0,323803.0,124016.0,252825.0,63082.0,-145406.0,392107.0,288348.0,103759.0,537513.0,437679.0,99834.0,1054002.0,509848.0,375708.0,134140.0,544154.0
1988-03-31,5090615.0,3248998.0,1308828.0,470441.0,838387.0,1940170.0,908571.0,891615.0,641500.0,178614.0,335612.0,127274.0,250115.0,16956.0,-123985.0,418728.0,311241.0,107487.0,542713.0,441486.0,101227.0,1057031.0,504024.0,376276.0,127748.0,553007.0
1988-06-30,5207707.0,3308970.0,1326763.0,473223.0,853540.0,1982207.0,934526.0,914878.0,659367.0,184151.0,344833.0,130383.0,255511.0,19648.0,-106626.0,439472.0,328499.0,110973.0,546098.0,445679.0,100419.0,1070837.0,505444.0,378492.0,126952.0,565393.0
1988-09-30,5299486.0,3378332.0,1341167.0,470389.0,870778.0,2037165.0,942003.0,923822.0,666326.0,183452.0,349142.0,133732.0,257496.0,18181.0,-99263.0,453586.0,338687.0,114899.0,552849.0,451121.0,101728.0,1078414.0,505792.0,377568.0,128224.0,572622.0
1988-12-31,5412713.0,3451266.0,1372484.0,486162.0,886322.0,2078782.0,962751.0,943607.0,681926.0,184943.0,357678.0,139305.0,261681.0,19144.0,-107695.0,466619.0,349792.0,116827.0,574314.0,470214.0,104100.0,1106391.0,520016.0,386120.0,133896.0,586375.0
1989-03-31,5527352.0,3506077.0,1388977.0,486449.0,902528.0,2117100.0,1005364.0,957227.0,696343.0,189505.0,363359.0,143479.0,260884.0,48137.0,-100965.0,485189.0,360484.0,124705.0,586154.0,481986.0,104168.0,1116876.0,517544.0,379204.0,138340.0,599332.0
1989-06-30,5628429.0,3569519.0,1421091.0,493343.0,927748.0,2148428.0,1000990.0,964733.0,708941.0,189565.0,371633.0,147743.0,255792.0,36257.0,-88160.0,507229.0,379590.0,127639.0,595389.0,490713.0,104676.0,1146080.0,531820.0,389452.0,142368.0,614260.0
1989-09-30,5711556.0,3625560.0,1441929.0,505640.0,936289.0,2183631.0,996504.0,986678.0,731180.0,197739.0,381049.0,152392.0,255498.0,9826.0,-75075.0,509352.0,379039.0,130313.0,584427.0,477447.0,106980.0,1164567.0,538488.0,394752.0,143736.0,626079.0
1989-12-31,5763444.0,3670109.0,1443225.0,491885.0,951340.0,2226884.0,995948.0,979395.0,727512.0,198056.0,372601.0,156855.0,251883.0,16553.0,-82765.0,515387.0,379887.0,135500.0,598152.0,489020.0,109132.0,1180152.0,537668.0,391148.0,146520.0,642484.0
1990-03-31,5890835.0,3754497.0,1489564.0,515394.0,974170.0,2264933.0,1010840.0,996886.0,740882.0,204137.0,376407.0,160338.0,256004.0,13954.0,-88532.0,538235.0,396228.0,142007.0,626767.0,510376.0,116391.0,1214030.0,552620.0,399848.0,152772.0,661410.0
1990-06-30,5974665.0,3800161.0,1479261.0,498408.0,980853.0,2320900.0,1014752.0,981052.0,734157.0,204572.0,365729.0,163856.0,246895.0,33700.0,-68833.0,545926.0,400633.0,145293.0,614759.0,495803.0,118956.0,1228585.0,559508.0,402504.0,157004.0,669077.0
1990-09-30,6029504.0,3863399.0,1496676.0,493569.0,1003107.0,2366723.0,1000658.0,978792.0,744285.0,205516.0,373622.0,165147.0,234507.0,21866.0,-74953.0,555149.0,406337.0,148812.0,630102.0,506283.0,123819.0,1240400.0,557992.0,398544.0,159448.0,682408.0
1990-12-31,6023332.0,3884449.0,1499702.0,480946.0,1018756.0,2384747.0,947550.0,958885.0,737616.0,197443.0,371807.0,168366.0,221269.0,-11335.0,-79096.0,568186.0,409862.0,158324.0,647282.0,519820.0,127462.0,1270429.0,569956.0,410140.0,159816.0,700473.0
1991-03-31,6054867.0,3890218.0,1485838.0,471690.0,1014148.0,2404380.0,924608.0,940128.0,729839.0,194901.0,361307.0,173631.0,210289.0,-15520.0,-47140.0,573177.0,420656.0,152521.0,620317.0,496967.0,123350.0,1287181.0,582864.0,417276.0,165588.0,704317.0
1991-06-30,6143612.0,3943691.0,1497013.0,475248.0,1021765.0,2446678.0,926552.0,944585.0,726797.0,189888.0,358160.0,178749.0,217788.0,-18033.0,-23188.0,590733.0,427097.0,163636.0,613921.0,491023.0,122898.0,1296557.0,585504.0,417532.0,167972.0,711053.0
1991-09-30,6218425.0,3989638.0,1508728.0,484335.0,1024393.0,2480910.0,947472.0,946629.0,720146.0,177485.0,362570.0,180091.0,226483.0,843.0,-21073.0,600596.0,431630.0,168966.0,621669.0,500436.0,121233.0,1302388.0,580912.0,411948.0,168964.0,721476.0
1991-12-31,6279296.0,4017069.0,1498153.0,477454.0,1020699.0,2518916.0,978757.0,947624.0,717569.0,172151.0,361361.0,184057.0,230055.0,31133.0,-23054.0,615216.0,441158.0,174058.0,638270.0,514455.0,123815.0,1306524.0,573672.0,401052.0,172620.0,732852.0
1992-03-31,6380798.0,4117664.0,1533847.0,496179.0,1037668.0,2583817.0,956774.0,956528.0,714166.0,169931.0,360058.0,184177.0,242362.0,246.0,-20540.0,625283.0,449682.0,175601.0,645823.0,523470.0,122353.0,1326900.0,578612.0,400204.0,178408.0,748288.0
1992-06-30,6492299.0,4173359.0,1548207.0,500989.0,1047218.0,2625152.0,1013062.0,989853.0,736695.0,170640.0,379543.0,186512.0,253158.0,23209.0,-32788.0,626163.0,448789.0,177374.0,658951.0,537882.0,121069.0,1338666.0,582184.0,402836.0,179348.0,756482.0
1992-09-30,6586548.0,4245410.0,1573142.0,512092.0,1061050.0,2672268.0,1024205.0,1003693.0,748579.0,173047.0,387626.0,187906.0,255114.0,20512.0,-38488.0,639365.0,460554.0,178811.0,677853.0,553860.0,123993.0,1355421.0,592668.0,411144.0,181524.0,762753.0
1992-12-31,6697553.0,4326188.0,1597875.0,523065.0,1074810.0,2728313.0,1058008.0,1036664.0,768333.0,176671.0,399564.0,192098.0,268331.0,21344.0,-47139.0,641397.0,462207.0,179190.0,688536.0,564495.0,124041.0,1360496.0,592956.0,404688.0,188268.0,767540.0
1993-03-31,6748182.0,4368484.0,1606982.0,527853.0,1079129.0,2761502.0,1083901.0,1047961.0,776560.0,175587.0,406612.0,194361.0,271401.0,35940.0,-55707.0,643603.0,460366.0,183237.0,699310.0,575865.0,123445.0,1351504.0,577048.0,389648.0,187400.0,774456.0
1993-06-30,6829594.0,4437456.0,1634170.0,547844.0,1086326.0,2803286.0,1094466.0,1070362.0,792357.0,174132.0,421532.0,196693.0,278005.0,24104.0,-63187.0,653094.0,466912.0,186182.0,716281.0,590145.0,126136.0,1360859.0,575564.0,388392.0,187172.0,785295.0
1993-09-30,6904222.0,4506030.0,1649165.0,556638.0,1092527.0,2856865.0,1095941.0,1089343.0,798404.0,175971.0,424980.0,197453.0,290939.0,6598.0,-68354.0,650897.0,462555.0,188342.0,719251.0,592109.0,127142.0,1370605.0,578932.0,390040.0,188892.0,791673.0
1993-12-31,7032844.0,4572021.0,1679070.0,573796.0,1105274.0,2892951.0,1152995.0,1136383.0,829495.0,182914.0,447438.0,199143.0,306888.0,16612.0,-73449.0,671600.0,481060.0,190540.0,745049.0,612924.0,132125.0,1381277.0,581988.0,392188.0,189800.0,799289.0
1994-03-31,7136259.0,4640857.0,1705669.0,588823.0,1116846.0,2935188.0,1202059.0,1156697.0,841100.0,178514.0,461783.0,200803.0,315597.0,45362.0,-80596.0,681231.0,484124.0,197107.0,761827.0,627223.0,134604.0,1373939.0,564420.0,373284.0,191136.0,809519.0
1994-06-30,7269847.0,4702884.0,1726816.0,598720.0,1128096.0,2976068.0,1265089.0,1183678.0,855749.0,187092.0,465422.0,203235.0,327929.0,81411.0,-90572.0,706988.0,505253.0,201735.0,797560.0,662022.0,135538.0,1392446.0,569032.0,379200.0,189832.0,823414.0
1994-09-30,7352255.0,4773113.0,1758889.0,609310.0,1149579.0,3014224.0,1251594.0,1198371.0,871944.0,188085.0,476463.0,207396.0,326427.0,53223.0,-96868.0,736883.0,533801.0,203082.0,833751.0,695660.0,138091.0,1424416.0,583956.0,392532.0,191424.0,840460.0
1994-12-31,7476661.0,4847226.0,1794840.0,631828.0,1163012.0,3052386.0,1307188.0,1232046.0,906611.0,193380.0,501851.0,211380.0,325435.0,75142.0,-101910.0,758649.0,550305.0,208344.0,860559.0,722344.0,138215.0,1424157.0,573352.0,376248.0,197104.0,850805.0
1995-03-31,7545296.0,4883349.0,1788104.0,621251.0,1166853.0,3095245.0,1327265.0,1266086.0,944300.0,201169.0,525294.0,217837.0,321786.0,61179.0,-105326.0,781573.0,571566.0,210007.0,886899.0,745464.0,141435.0,1440008.0,577568.0,377624.0,199944.0,862440.0
1995-06-30,7604923.0,4954959.0,1803898.0,626914.0,1176984.0,3151061.0,1303825.0,1270066.0,956615.0,207376.0,525398.0,223841.0,313451.0,33759.0,-109492.0,798851.0,583183.0,215668.0,908343.0,764255.0,144088.0,1455631.0,579708.0,380596.0,199112.0,875923.0
1995-09-30,7706531.0,5020462.0,1826231.0,642542.0,1183689.0,3194231.0,1303220.0,1291894.0,965501.0,210305.0,524840.0,230356.0,326393.0,11326.0,-74444.0,831399.0,605751.0,225648.0,905843.0,759719.0,146124.0,1457293.0,576912.0,376468.0,200444.0,880381.0
1995-12-31,7799493.0,5077937.0,1843894.0,652243.0,1191651.0,3234043.0,1335619.0,1317188.0,982542.0,210232.0,536979.0,235331.0,334646.0,18431.0,-69779.0,839422.0,609266.0,230156.0,909201.0,760356.0,148845.0,1455716.0,567252.0,369508.0,197744.0,888464.0
