Date,Consumption of fixed capital,Private,:Domestic business,::Corporate business,:::Financial,:::Nonfinancial,::Noncorporate business,:::Sole proprietorships and partnerships,::::Farm,::::Nonfarm,:::Other private business,::::Rental income of persons,:::::Nonfarm tenant-occupied housing,:::::Farm tenant-occupied housing,:::::Farms owned by nonoperator landlords,:::::Nonfarm nonresidential properties,::::Proprietors' income,:Households and institutions,::Owner-occupied housing,::Nonprofit institutions serving households,Government,:General government,::Federal,::State and local,:Government enterprises,::Federal,::State and local,:Nonfarm business
2002-03-31,1640168.0,1349342.0,1089762.0,912291.0,112446.0,799845.0,177471.0,147450.0,18854.0,128597.0,30021.0,27794.0,,,,,2227.0,259580.0,197087.0,62493.0,290826.0,258531.0,158792.0,99739.0,32295.0,5280.0,27015.0,1098695.0
2002-06-30,1652512.0,1359619.0,1095737.0,916215.0,114398.0,801817.0,179521.0,149155.0,18802.0,130353.0,30366.0,28152.0,,,,,2214.0,263883.0,200307.0,63576.0,292893.0,260198.0,159244.0,100954.0,32695.0,5244.0,27451.0,1104991.0
2002-09-30,1669276.0,1374083.0,1105837.0,923973.0,117072.0,806901.0,181863.0,151177.0,18813.0,132364.0,30686.0,28480.0,,,,,2206.0,268246.0,203443.0,64803.0,295193.0,262132.0,160124.0,102008.0,33061.0,5228.0,27833.0,1115291.0
2002-12-31,1686319.0,1389015.0,1114249.0,929649.0,119540.0,810109.0,184600.0,153337.0,18868.0,134470.0,31263.0,29066.0,,,,,2197.0,274767.0,208683.0,66084.0,297304.0,263917.0,160992.0,102925.0,33387.0,5220.0,28167.0,1123810.0
2003-03-31,1701964.0,1401610.0,1119279.0,932267.0,120898.0,811369.0,187011.0,155102.0,18937.0,136165.0,31909.0,29730.0,,,,,2179.0,282332.0,214892.0,67440.0,300354.0,266442.0,162420.0,104022.0,33912.0,5236.0,28676.0,1129134.0
2003-06-30,1716489.0,1413241.0,1126208.0,937554.0,122657.0,814897.0,188654.0,156462.0,18923.0,137539.0,32192.0,30024.0,,,,,2168.0,287032.0,218465.0,68567.0,303248.0,268901.0,164136.0,104765.0,34347.0,5228.0,29119.0,1136367.0
2003-09-30,1735005.0,1428595.0,1135656.0,944729.0,124449.0,820280.0,190927.0,158291.0,18996.0,139295.0,32636.0,30475.0,,,,,2162.0,292938.0,223180.0,69758.0,306410.0,271640.0,166052.0,105588.0,34770.0,5220.0,29550.0,1145998.0
2003-12-31,1755423.0,1446031.0,1145197.0,951433.0,126172.0,825261.0,193764.0,160434.0,19084.0,141350.0,33330.0,31171.0,,,,,2159.0,300835.0,229740.0,71095.0,309392.0,274122.0,167772.0,106350.0,35270.0,5196.0,30074.0,1155784.0
2004-03-31,1783255.0,1470097.0,1160612.0,963364.0,128830.0,834534.0,197249.0,163138.0,19309.0,143830.0,34111.0,31942.0,,,,,2169.0,309485.0,236803.0,72682.0,313158.0,277286.0,169796.0,107490.0,35872.0,5244.0,30628.0,1171368.0
2004-06-30,1813170.0,1494449.0,1176048.0,975048.0,131248.0,843800.0,201000.0,166074.0,19526.0,146548.0,34926.0,32738.0,,,,,2188.0,318402.0,244157.0,74245.0,318721.0,281826.0,172084.0,109742.0,36895.0,5296.0,31599.0,1187406.0
2004-09-30,1846081.0,1520659.0,1192526.0,987502.0,133518.0,853984.0,205023.0,169214.0,19765.0,149449.0,35809.0,33602.0,,,,,2207.0,328133.0,252201.0,75932.0,325422.0,287364.0,174312.0,113052.0,38058.0,5348.0,32710.0,1204598.0
2004-12-31,1884290.0,1551989.0,1214509.0,1004982.0,136404.0,868578.0,209528.0,172906.0,20109.0,152796.0,36622.0,34390.0,,,,,2232.0,337479.0,259795.0,77684.0,332301.0,293125.0,176988.0,116137.0,39176.0,5420.0,33756.0,1227103.0
2005-03-31,1922025.0,1584936.0,1238733.0,1024442.0,139268.0,885174.0,214290.0,176944.0,20482.0,156462.0,37346.0,35094.0,,,,,2252.0,346202.0,266813.0,79389.0,337089.0,297410.0,179672.0,117738.0,39679.0,5500.0,34179.0,1251198.0
2005-06-30,1959330.0,1616004.0,1260674.0,1041921.0,140850.0,901071.0,218753.0,180613.0,20705.0,159908.0,38140.0,35867.0,,,,,2273.0,355331.0,274346.0,80985.0,343326.0,302739.0,182368.0,120371.0,40587.0,5560.0,35027.0,1273626.0
2005-09-30,2000928.0,1650795.0,1282706.0,1058643.0,142143.0,916500.0,224063.0,184703.0,20922.0,163780.0,39360.0,37078.0,,,,,2282.0,368090.0,285361.0,82729.0,350133.0,308546.0,185008.0,123538.0,41587.0,5616.0,35971.0,1296254.0
2005-12-31,2045542.0,1689457.0,1310739.0,1081314.0,144379.0,936935.0,229426.0,189080.0,21166.0,167914.0,40346.0,38045.0,,,,,2301.0,378717.0,294236.0,84481.0,356085.0,313778.0,188036.0,125742.0,42307.0,5688.0,36619.0,1324562.0
2006-03-31,2082213.0,1721352.0,1334139.0,1099860.0,146399.0,953461.0,234279.0,193149.0,21444.0,171705.0,41130.0,38801.0,,,,,2329.0,387213.0,301109.0,86104.0,360861.0,317956.0,190860.0,127096.0,42905.0,5752.0,37153.0,1348078.0
2006-06-30,2119070.0,1751082.0,1357125.0,1118723.0,148236.0,970487.0,238402.0,196730.0,21674.0,175056.0,41672.0,39317.0,,,,,2355.0,393957.0,306109.0,87848.0,367988.0,323935.0,193536.0,130399.0,44053.0,5832.0,38221.0,1371796.0
2006-09-30,2152752.0,1778972.0,1379645.0,1137485.0,150191.0,987294.0,242160.0,200089.0,21857.0,178232.0,42071.0,39684.0,,,,,2387.0,399326.0,309803.0,89523.0,373780.0,328950.0,196100.0,132850.0,44830.0,5900.0,38930.0,1394736.0
2006-12-31,2190041.0,1808631.0,1404319.0,1158172.0,151894.0,1006278.0,246148.0,203732.0,22037.0,181695.0,42416.0,39998.0,,,,,2417.0,404311.0,312907.0,91404.0,381410.0,335466.0,198896.0,136570.0,45944.0,5944.0,40000.0,1420186.0
2007-03-31,2227439.0,1837506.0,1427684.0,1177526.0,154164.0,1023362.0,250158.0,207345.0,22277.0,185068.0,42813.0,40368.0,,,,,2445.0,409821.0,316446.0,93375.0,389933.0,343156.0,202224.0,140932.0,46777.0,6000.0,40777.0,1443953.0
2007-06-30,2253666.0,1857451.0,1444877.0,1192179.0,156362.0,1035817.0,252699.0,209763.0,22405.0,187358.0,42936.0,40476.0,,,,,2459.0,412575.0,317666.0,94909.0,396215.0,348682.0,205220.0,143462.0,47533.0,6044.0,41489.0,1461621.0
2007-09-30,2276470.0,1873967.0,1458552.0,1203703.0,158138.0,1045565.0,254848.0,211737.0,22506.0,189231.0,43111.0,40638.0,,,,,2474.0,415415.0,319047.0,96368.0,402503.0,354174.0,208340.0,145834.0,48329.0,6096.0,42233.0,1475856.0
2007-12-31,2299826.0,1890972.0,1473819.0,1216528.0,160216.0,1056312.0,257291.0,214095.0,22808.0,191286.0,43196.0,40706.0,,,,,2490.0,417152.0,319205.0,97947.0,408854.0,359685.0,211128.0,148557.0,49169.0,6152.0,43017.0,1491438.0
2008-03-31,2327744.0,1911700.0,1494389.0,1234239.0,161937.0,1072302.0,260150.0,217005.0,23037.0,193968.0,43145.0,40626.0,,,,,2519.0,417311.0,317820.0,99491.0,416044.0,366141.0,214948.0,151193.0,49903.0,6204.0,43699.0,1512310.0
2008-06-30,2353002.0,1930318.0,1513610.0,1251338.0,164390.0,1086948.0,262272.0,219327.0,23353.0,195974.0,42945.0,40406.0,,,,,2539.0,416707.0,315354.0,101353.0,422684.0,372182.0,218528.0,153654.0,50502.0,6252.0,44250.0,1531576.0
2008-09-30,2379699.0,1949602.0,1535597.0,1271070.0,166817.0,1104253.0,264527.0,222001.0,23768.0,198234.0,42526.0,39947.0,,,,,2579.0,414004.0,310811.0,103193.0,430097.0,378819.0,222144.0,156675.0,51278.0,6304.0,44974.0,1553634.0
2008-12-31,2393049.0,1955869.0,1545632.0,1280200.0,167912.0,1112288.0,265431.0,223447.0,23999.0,199448.0,41984.0,39389.0,,,,,2596.0,410237.0,305542.0,104695.0,437180.0,385050.0,224616.0,160434.0,52130.0,6392.0,45738.0,1564085.0
2009-03-31,2385637.0,1944437.0,1537769.0,1273228.0,168261.0,1104967.0,264540.0,223056.0,24109.0,198947.0,41484.0,38902.0,,,,,2582.0,406669.0,301134.0,105535.0,441200.0,388776.0,226304.0,162472.0,52424.0,6428.0,45996.0,1556239.0
2009-06-30,2366950.0,1924830.0,1521810.0,1259914.0,168507.0,1091407.0,261896.0,220918.0,24087.0,196831.0,40978.0,38428.0,,,,,2551.0,403022.0,297380.0,105642.0,442120.0,389869.0,227568.0,162301.0,52251.0,6424.0,45827.0,1539995.0
2009-09-30,2355166.0,1912631.0,1512168.0,1252172.0,168077.0,1084095.0,259995.0,219405.0,24105.0,195300.0,40590.0,38068.0,,,,,2522.0,400463.0,294785.0,105678.0,442535.0,390133.0,228456.0,161677.0,52402.0,6376.0,46026.0,1530347.0
2009-12-31,2365772.0,1920712.0,1517793.0,1257005.0,169587.0,1087418.0,260788.0,220033.0,24203.0,195830.0,40755.0,38234.0,,,,,2521.0,402919.0,296233.0,106686.0,445060.0,392237.0,230224.0,162013.0,52823.0,6388.0,46435.0,1536147.0
2010-03-31,2369828.0,1919662.0,1517386.0,1256815.0,169027.0,1087788.0,260572.0,219970.0,24173.0,195796.0,40602.0,38071.0,,,,,2531.0,402277.0,295092.0,107185.0,450166.0,396904.0,233732.0,163172.0,53262.0,6420.0,46842.0,1536121.0
2010-06-30,2374946.0,1918944.0,1519431.0,1259503.0,167882.0,1091621.0,259928.0,219705.0,24266.0,195439.0,40223.0,37676.0,,,,,2547.0,399512.0,292027.0,107485.0,456002.0,402053.0,237612.0,164441.0,53949.0,6460.0,47489.0,1538610.0
2010-09-30,2382463.0,1921933.0,1522673.0,1262390.0,167338.0,1095052.0,260283.0,220148.0,24480.0,195668.0,40135.0,37574.0,,,,,2561.0,399260.0,291260.0,108000.0,460530.0,405848.0,240424.0,165424.0,54682.0,6512.0,48170.0,1542182.0
2010-12-31,2399128.0,1933593.0,1532702.0,1271132.0,167273.0,1103859.0,261570.0,221334.0,24749.0,196585.0,40236.0,37660.0,,,,,2576.0,400891.0,291925.0,108966.0,465535.0,410211.0,243596.0,166615.0,55324.0,6544.0,48780.0,1552376.0
2011-03-31,2419384.0,1947803.0,1548846.0,1281118.0,162329.0,1118789.0,267728.0,225498.0,24347.0,201152.0,42230.0,37827.0,,,,,4403.0,398957.0,291598.0,107359.0,471581.0,415399.0,247148.0,168251.0,56182.0,6708.0,49474.0,1569972.0
2011-06-30,2442911.0,1965511.0,1567506.0,1294433.0,159444.0,1134989.0,273072.0,229392.0,24210.0,205182.0,43680.0,37957.0,,,,,5723.0,398005.0,291372.0,106633.0,477400.0,420358.0,249892.0,170466.0,57042.0,6836.0,50206.0,1589675.0
2011-09-30,2462550.0,1979807.0,1582213.0,1305504.0,158151.0,1147353.0,276710.0,232211.0,24271.0,207940.0,44499.0,37996.0,,,,,6502.0,397594.0,290893.0,106701.0,482743.0,424810.0,251984.0,172826.0,57933.0,6960.0,50973.0,1605142.0
2011-12-31,2477727.0,1991136.0,1592755.0,1314258.0,158524.0,1155734.0,278497.0,233758.0,24525.0,209234.0,44739.0,38024.0,,,,,6715.0,398381.0,290838.0,107543.0,486591.0,427936.0,253100.0,174836.0,58655.0,7008.0,51647.0,1615963.0
2012-03-31,2501247.0,2010219.0,1610866.0,1331390.0,161076.0,1170315.0,279475.0,235200.0,25123.0,210076.0,44276.0,37895.0,,,,,6380.0,399353.0,290016.0,109337.0,491029.0,431775.0,255128.0,176647.0,59253.0,7056.0,52197.0,1633658.0
2012-06-30,2524393.0,2029119.0,1627210.0,1346080.0,164104.0,1181976.0,281130.0,236998.0,25696.0,211303.0,44132.0,37975.0,,,,,6157.0,401908.0,291073.0,110835.0,495274.0,435382.0,256860.0,178522.0,59892.0,7096.0,52796.0,1649683.0
2012-09-30,2546493.0,2047894.0,1641602.0,1358322.0,166204.0,1192118.0,283280.0,238960.0,26213.0,212747.0,44320.0,38257.0,,,,,6064.0,406292.0,294088.0,112205.0,498599.0,438152.0,258296.0,179856.0,60446.0,7132.0,53314.0,1663770.0
2012-12-31,2564691.0,2064668.0,1653882.0,1368160.0,167784.0,1200375.0,285722.0,241018.0,26677.0,214342.0,44704.0,38605.0,,,,,6099.0,410786.0,297919.0,112867.0,500023.0,439161.0,258608.0,180553.0,60862.0,7164.0,53698.0,1675695.0
2013-03-31,2586442.0,2084782.0,1667356.0,1378668.0,169463.0,1209205.0,288688.0,243283.0,27226.0,216057.0,45405.0,39134.0,,,,,6271.0,417426.0,303655.0,113771.0,501661.0,440377.0,258692.0,181685.0,61284.0,7220.0,54064.0,1688700.0
2013-06-30,2614974.0,2110081.0,1686281.0,1393869.0,171580.0,1222289.0,292412.0,246374.0,27859.0,218515.0,46038.0,39625.0,,,,,6412.0,423800.0,308824.0,114977.0,504892.0,443116.0,260192.0,182924.0,61776.0,7252.0,54524.0,1707095.0
2013-09-30,2640691.0,2132979.0,1702405.0,1406639.0,173175.0,1233464.0,295766.0,249076.0,28326.0,220750.0,46690.0,40175.0,,,,,6515.0,430574.0,314458.0,116116.0,507712.0,445500.0,261168.0,184332.0,62212.0,7272.0,54940.0,1722889.0
2013-12-31,2673466.0,2161678.0,1722719.0,1422683.0,175042.0,1247641.0,300037.0,252574.0,29036.0,223538.0,47463.0,40879.0,,,,,6584.0,438958.0,321336.0,117623.0,511789.0,449063.0,262944.0,186119.0,62726.0,7296.0,55430.0,1742593.0
2014-03-31,2706109.0,2191787.0,1742796.0,1438893.0,176539.0,1262354.0,303903.0,255537.0,29835.0,225702.0,48366.0,41751.0,,,,,6615.0,448992.0,330164.0,118828.0,514322.0,451148.0,263412.0,187736.0,63174.0,7311.0,55863.0,1761854.0
2014-06-30,2731901.0,2215976.0,1764100.0,1457109.0,179093.0,1278015.0,306992.0,258429.0,30466.0,227963.0,48563.0,41879.0,,,,,6683.0,451876.0,332157.0,119719.0,515925.0,452351.0,263488.0,188864.0,63574.0,7331.0,56243.0,1782528.0
2014-09-30,2762630.0,2244684.0,1785738.0,1474522.0,181174.0,1293348.0,311215.0,261952.0,31217.0,230735.0,49263.0,42509.0,,,,,6755.0,458946.0,338101.0,120845.0,517946.0,453813.0,263690.0,190123.0,64134.0,7364.0,56770.0,1803532.0
2014-12-31,2791519.0,2272148.0,1807419.0,1492212.0,183097.0,1309115.0,315206.0,265354.0,31879.0,233475.0,49852.0,43025.0,,,,,6827.0,464730.0,342766.0,121964.0,519370.0,454788.0,263933.0,190855.0,64582.0,7382.0,57200.0,1824597.0
2015-03-31,2811731.0,2291627.0,1824473.0,1506607.0,184361.0,1322247.0,317865.0,267781.0,32201.0,235581.0,50084.0,43181.0,,,,,6903.0,467154.0,343954.0,123200.0,520104.0,455299.0,264094.0,191205.0,64805.0,7411.0,57394.0,1841327.0
2015-06-30,2829621.0,2308214.0,1839151.0,1518954.0,187009.0,1331945.0,320197.0,269921.0,32481.0,237440.0,50276.0,43308.0,,,,,6968.0,469063.0,345046.0,124017.0,521406.0,456243.0,263689.0,192554.0,65163.0,7425.0,57739.0,1855868.0
2015-09-30,2854363.0,2331343.0,1856631.0,1533235.0,190424.0,1342811.0,323396.0,272548.0,32696.0,239852.0,50847.0,43806.0,,,,,7041.0,474712.0,349553.0,125159.0,523020.0,457594.0,263925.0,193669.0,65426.0,7477.0,57949.0,1873233.0
2015-12-31,2870469.0,2347232.0,1867349.0,1541539.0,194270.0,1347269.0,325810.0,274485.0,33002.0,241483.0,51325.0,44233.0,,,,,7092.0,479883.0,353719.0,126164.0,523237.0,457791.0,263792.0,193999.0,65446.0,7505.0,57941.0,1883457.0
2016-03-31,2880948.0,2358055.0,1875125.0,1547572.0,193713.0,1353859.0,327554.0,276030.0,33107.0,242923.0,51524.0,44386.0,,,,,7138.0,482929.0,355841.0,127088.0,522893.0,457351.0,263354.0,193997.0,65542.0,7527.0,58016.0,1891134.0
2016-06-30,2908342.0,2382286.0,1890757.0,1559845.0,197266.0,1362580.0,330911.0,278543.0,33271.0,245272.0,52368.0,45167.0,,,,,7202.0,491529.0,363055.0,128475.0,526056.0,459953.0,263807.0,196146.0,66103.0,7573.0,58530.0,1907049.0
2016-09-30,2927616.0,2400701.0,1900917.0,1567447.0,199785.0,1367662.0,333470.0,280228.0,33498.0,246730.0,53242.0,45964.0,,,,,7278.0,499784.0,370486.0,129298.0,526915.0,460298.0,263724.0,196574.0,66617.0,7601.0,59016.0,1917352.0
2016-12-31,2949957.0,2421150.0,1914264.0,1577887.0,202244.0,1375643.0,336377.0,282383.0,33828.0,248555.0,53994.0,46632.0,,,,,7362.0,506885.0,376450.0,130435.0,528808.0,461601.0,263968.0,197632.0,67207.0,7656.0,59550.0,1930763.0
2017-03-31,2986159.0,2452536.0,1940912.0,1599735.0,200255.0,1399479.0,341178.0,286749.0,34036.0,252713.0,54429.0,46944.0,,,,,7484.0,511624.0,379885.0,131738.0,533623.0,464331.0,265144.0,199187.0,69292.0,7705.0,61587.0,1959137.0
2017-06-30,3020685.0,2483961.0,1964191.0,1618769.0,202679.0,1416090.0,345422.0,290297.0,34214.0,256084.0,55125.0,47549.0,,,,,7575.0,519769.0,386588.0,133181.0,536724.0,467241.0,265810.0,201431.0,69483.0,7757.0,61726.0,1982304.0
2017-09-30,3053602.0,2513156.0,1985060.0,1635292.0,204500.0,1430792.0,349769.0,293822.0,34460.0,259362.0,55946.0,48273.0,,,,,7674.0,528096.0,393089.0,135007.0,540446.0,470323.0,266350.0,203974.0,70123.0,7824.0,62299.0,2003411.0
