0_mths_prior,3_mths_prior,Date,qoq_diff,qoq_ratio
,,1991-12-31,,
19270.333333333332,,1992-03-31,,
21075.666666666668,19270.333333333332,1992-06-30,1805.3333333333358,1.0936845928975456
21483.333333333332,21075.666666666668,1992-09-30,407.66666666666424,1.0193430021984278
21147.0,21483.333333333332,1992-12-31,-336.3333333333321,0.9843444530643911
21200.0,21147.0,1993-03-31,53.0,1.0025062656641603
22637.666666666668,21200.0,1993-06-30,1437.6666666666679,1.067814465408805
22996.666666666668,22637.666666666668,1993-09-30,359.0,1.0158585248774168
23490.0,22996.666666666668,1993-12-31,493.3333333333321,1.0214523844035366
22784.0,23490.0,1994-03-31,-706.0,0.9699446573009791
24604.666666666668,22784.0,1994-06-30,1820.6666666666679,1.0799098782771537
24776.333333333332,24604.666666666668,1994-09-30,171.66666666666424,1.0069769962337767
24837.333333333332,24776.333333333332,1994-12-31,61.0,1.0024620269343056
24315.0,24837.333333333332,1995-03-31,-522.3333333333321,0.9789698303628946
25382.666666666668,24315.0,1995-06-30,1067.6666666666679,1.0439097950510658
25856.0,25382.666666666668,1995-09-30,473.3333333333321,1.0186478962021326
25552.666666666668,25856.0,1995-12-31,-303.3333333333321,0.9882683580858086
24533.666666666668,25552.666666666668,1996-03-31,-1019.0,0.9601215789611
27334.0,24533.666666666668,1996-06-30,2800.333333333332,1.1141424708903411
27697.333333333332,27334.0,1996-09-30,363.3333333333321,1.0132923587229579
26993.666666666668,27697.333333333332,1996-12-31,-703.6666666666642,0.974594425456121
26452.333333333332,26993.666666666668,1997-03-31,-541.3333333333358,0.9799459132389078
28747.333333333332,26452.333333333332,1997-06-30,2295.0,1.0867598321509129
29209.0,28747.333333333332,1997-09-30,461.6666666666679,1.0160594605876487
28579.333333333332,29209.0,1997-12-31,-629.6666666666679,0.978442717427277
28461.666666666668,28579.333333333332,1998-03-31,-117.66666666666424,0.995882805757074
30368.0,28461.666666666668,1998-06-30,1906.3333333333321,1.066978977572173
30555.666666666668,30368.0,1998-09-30,187.66666666666788,1.0061797506146821
30092.666666666668,30555.666666666668,1998-12-31,-463.0,0.9848473278278989
29699.666666666668,30092.666666666668,1999-03-31,-393.0,0.9869403398391635
31831.333333333332,29699.666666666668,1999-06-30,2131.6666666666642,1.071774093985342
31993.333333333332,31831.333333333332,1999-09-30,162.0,1.0050893249837687
31280.0,31993.333333333332,1999-12-31,-713.3333333333321,0.9777036882683893
30789.333333333332,31280.0,2000-03-31,-490.6666666666679,0.984313725490196
32785.333333333336,30789.333333333332,2000-06-30,1996.0000000000036,1.0648276459379873
32419.666666666668,32785.333333333336,2000-09-30,-365.6666666666679,0.9888466387409004
31134.333333333332,32419.666666666668,2000-12-31,-1285.3333333333358,0.9603532835007557
