0_mths_prior,3_mths_prior,Date,qoq_diff,qoq_ratio
,,1991-12-31,,
3338.0,,1992-03-31,,
3490.0,3338.0,1992-06-30,152.0,1.0455362492510485
3522.6666666666665,3490.0,1992-09-30,32.666666666666515,1.0093600764087869
3356.3333333333335,3522.6666666666665,1992-12-31,-166.33333333333303,0.9527819833459501
3574.6666666666665,3356.3333333333335,1993-03-31,218.33333333333303,1.0650511470851127
3527.6666666666665,3574.6666666666665,1993-06-30,-47.0,0.9868519209250279
3543.3333333333335,3527.6666666666665,1993-09-30,15.66666666666697,1.0044410847585752
3490.0,3543.3333333333335,1993-12-31,-53.333333333333485,0.9849482596425211
3735.3333333333335,3490.0,1994-03-31,245.33333333333348,1.0702960840496658
3860.6666666666665,3735.3333333333335,1994-06-30,125.33333333333303,1.0335534535070496
3867.6666666666665,3860.6666666666665,1994-09-30,7.0,1.0018131583491625
3834.6666666666665,3867.6666666666665,1994-12-31,-33.0,0.9914677238645178
4016.0,3834.6666666666665,1995-03-31,181.33333333333348,1.047287899860918
4127.666666666667,4016.0,1995-06-30,111.66666666666697,1.0278054448871183
4080.6666666666665,4127.666666666667,1995-09-30,-47.000000000000455,0.9886134216264232
3994.3333333333335,4080.6666666666665,1995-12-31,-86.33333333333303,0.9788433262538802
4114.333333333333,3994.3333333333335,1996-03-31,119.99999999999955,1.0300425602937493
4095.0,4114.333333333333,1996-06-30,-19.33333333333303,0.995300980312728
4047.6666666666665,4095.0,1996-09-30,-47.333333333333485,0.9884411884411884
3958.6666666666665,4047.6666666666665,1996-12-31,-89.0,0.9780120233879601
4161.666666666667,3958.6666666666665,1997-03-31,203.00000000000045,1.0512798922196027
4395.666666666667,4161.666666666667,1997-06-30,234.0,1.0562274729675611
4456.0,4395.666666666667,1997-09-30,60.33333333333303,1.0137256388867824
4390.333333333333,4456.0,1997-12-31,-65.66666666666697,0.9852633153800119
4549.0,4390.333333333333,1998-03-31,158.66666666666697,1.0361400045554627
4564.666666666667,4549.0,1998-06-30,15.66666666666697,1.0034439803619843
4390.666666666667,4564.666666666667,1998-09-30,-174.0,0.9618811158171462
4129.333333333333,4390.666666666667,1998-12-31,-261.33333333333394,0.9404798056483449
4169.0,4129.333333333333,1999-03-31,39.66666666666697,1.0096060703907008
4402.333333333333,4169.0,1999-06-30,233.33333333333303,1.0559686575517708
4372.0,4402.333333333333,1999-09-30,-30.33333333333303,0.9931097145453169
4294.666666666667,4372.0,1999-12-31,-77.33333333333303,0.982311680390363
4477.0,4294.666666666667,2000-03-31,182.33333333333303,1.0424557590810306
4776.666666666667,4477.0,2000-06-30,299.66666666666697,1.0669347032983398
4845.0,4776.666666666667,2000-09-30,68.33333333333303,1.0143056524773202
4765.333333333333,4845.0,2000-12-31,-79.66666666666697,0.9835569315445476
4845.333333333333,4765.333333333333,2001-03-31,80.0,1.0167879127028538
4871.0,4845.333333333333,2001-06-30,25.66666666666697,1.005297193175564
4682.666666666667,4871.0,2001-09-30,-188.33333333333303,0.9613357968931774
4458.666666666667,4682.666666666667,2001-12-31,-224.0,0.9521640091116174
4273.666666666667,4458.666666666667,2002-03-31,-185.0,0.9585077751196173
4172.0,4273.666666666667,2002-06-30,-101.66666666666697,0.9762109039856485
3943.3333333333335,4172.0,2002-09-30,-228.66666666666652,0.9451901565995526
3548.6666666666665,3943.3333333333335,2002-12-31,-394.66666666666697,0.8999154691462383
3563.0,3548.6666666666665,2003-03-31,14.333333333333485,1.0040390757091866
3588.6666666666665,3563.0,2003-06-30,25.666666666666515,1.0072036673215454
3444.3333333333335,3588.6666666666665,2003-09-30,-144.33333333333303,0.9597807913802713
3264.6666666666665,3444.3333333333335,2003-12-31,-179.66666666666697,0.9478370270008709
3307.0,3264.6666666666665,2004-03-31,42.333333333333485,1.0129671227282009
3394.3333333333335,3307.0,2004-06-30,87.33333333333348,1.0264086281624836
3401.6666666666665,3394.3333333333335,2004-09-30,7.33333333333303,1.0021604635176273
3321.0,3401.6666666666665,2004-12-31,-80.66666666666652,0.9762861342479178
3481.0,3321.0,2005-03-31,160.0,1.0481782595603735
3502.3333333333335,3481.0,2005-06-30,21.333333333333485,1.0061285071339654
3410.3333333333335,3502.3333333333335,2005-09-30,-92.0,0.9737317978490531
3339.0,3410.3333333333335,2005-12-31,-71.33333333333348,0.9790831785749193
3411.0,3339.0,2006-03-31,72.0,1.0215633423180592
3424.6666666666665,3411.0,2006-06-30,13.666666666666515,1.004006645167595
3440.0,3424.6666666666665,2006-09-30,15.333333333333485,1.0044773213938096
3253.0,3440.0,2006-12-31,-187.0,0.9456395348837209
3210.6666666666665,3253.0,2007-03-31,-42.333333333333485,0.9869863715544624
3229.6666666666665,3210.6666666666665,2007-06-30,19.0,1.0059177740863787
3242.6666666666665,3229.6666666666665,2007-09-30,13.0,1.0040251831974405
3187.6666666666665,3242.6666666666665,2007-12-31,-55.0,0.9830386513157895
3276.0,3187.6666666666665,2008-03-31,88.33333333333348,1.0277109693610793
3278.0,3276.0,2008-06-30,2.0,1.0006105006105006
3348.6666666666665,3278.0,2008-09-30,70.66666666666652,1.021557860484035
3293.0,3348.6666666666665,2008-12-31,-55.666666666666515,0.9833764682460682
2963.6666666666665,3293.0,2009-03-31,-329.3333333333335,0.8999898775179673
2753.6666666666665,2963.6666666666665,2009-06-30,-210.0,0.9291418288156563
2648.3333333333335,2753.6666666666665,2009-09-30,-105.33333333333303,0.9617479724004359
2553.3333333333335,2648.3333333333335,2009-12-31,-95.0,0.9641283826305853
